analysis_version,operating_point_id,source,source_route,review_id,review_title,group_id,test_name,study_id,tp,fp,fn,tn,source_status,source_file,source_sheet_row,source_row,group_source_url,group_url_availability,group_source_sha256,effective_source_file,effective_source_sha256,source_identity_level,source_identity,primary_selection_decision,operating_point_result_file,claim_ids
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:16,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:16,pLDH (P. falciparum specific) and pLDH (pan-specific),Pattanasin 2003,56,2,29,179,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:16,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:16,pLDH (P. falciparum specific) and pLDH (pan-specific),Ratsimbasoa 2007,12,5,3,175,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:16,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:16,pLDH (P. falciparum specific) and pLDH (pan-specific),Singh 2003,22,1,0,57,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:16,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:16,pLDH (P. falciparum specific) and pLDH (pan-specific),Valecha 2003,173,16,13,497,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:16,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:16,pLDH (P. falciparum specific) and pLDH (pan-specific),van den Broek 2006,256,6,36,598,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:22,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:22,HRP-2 (P. falciparum specific) and pLDH (pan-specific),Bendezu 2010,67,3,21,241,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:22,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:22,HRP-2 (P. falciparum specific) and pLDH (pan-specific),Elahi 2013,49,3,5,270,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:22,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:22,HRP-2 (P. falciparum specific) and pLDH (pan-specific),Ratsimbasoa 2008,14,1,8,173,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:22,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:22,HRP-2 (P. falciparum specific) and pLDH (pan-specific),Xiaodong 2013,59,0,6,113,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:22,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:22,HRP-2 (P. falciparum specific) and pLDH (pan-specific),Yan 2013,51,15,20,520,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Alam 2011,19,1,2,316,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Chanie 2011,25,4,0,1063,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Mekonnen 2010,61,0,3,176,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Mohon 2012,71,4,2,295,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Samane 2010,110,0,2,138,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Sharew 2009,155,9,1,503,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Singh 2010,45,3,23,301,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:29,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),Yan 2013,45,5,16,284,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Ashton 2010,209,85,37,2052,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Bell 2001a,32,2,16,300,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Bell 2001b,25,9,6,73,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Eibach 2013,4,6,1,716,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Fernando 2004,70,2,29,227,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Harani 2006,27,10,3,520,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Singh 2000a,34,3,13,294,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Singh 2010,39,7,18,308,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Tjitra 1999,27,27,9,497,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),Wongsrichanalai 2003,59,0,9,178,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011431|legacy:CD011431:6,Cochrane DTA Reference Dataset,historical Cochrane,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),van den Broek 2006,217,1,74,604,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011975|legacy:CD011975:37,Cochrane DTA Reference Dataset,historical Cochrane,CD011975,First trimester serum tests for Down's syndrome screening,legacy:CD011975:37,Age; PAPP-A,Biagiotti 1998,16,10,16,190,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011975|legacy:CD011975:37,Cochrane DTA Reference Dataset,historical Cochrane,CD011975,First trimester serum tests for Down's syndrome screening,legacy:CD011975:37,Age; PAPP-A,Brambati 1993,9,23,5,438,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011975|legacy:CD011975:37,Cochrane DTA Reference Dataset,historical Cochrane,CD011975,First trimester serum tests for Down's syndrome screening,legacy:CD011975:37,Age; PAPP-A,Forest 1997,8,25,10,475,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011975|legacy:CD011975:37,Cochrane DTA Reference Dataset,historical Cochrane,CD011975,First trimester serum tests for Down's syndrome screening,legacy:CD011975:37,Age; PAPP-A,Spencer 1999a,101,47,109,899,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011975|legacy:CD011975:37,Cochrane DTA Reference Dataset,historical Cochrane,CD011975,First trimester serum tests for Down's syndrome screening,legacy:CD011975:37,Age; PAPP-A,Wald 2003a,57,51,28,974,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011975|legacy:CD011975:39,Cochrane DTA Reference Dataset,historical Cochrane,CD011975,First trimester serum tests for Down's syndrome screening,legacy:CD011975:39,Age; free ßhCG,Biagiotti 1995,21,12,20,234,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD011975|legacy:CD011975:39,Cochrane DTA Reference Dataset,historical Cochrane,CD011975,First trimester serum tests for Down's syndrome screening,legacy:CD011975:39,Age; free ßhCG,Biagiotti 1998,11,10,21,190,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
