analysis_version,operating_point_id,source,source_route,review_id,review_title,group_id,test_name,study_id,tp,fp,fn,tn,source_status,source_file,source_sheet_row,source_row,group_source_url,group_url_availability,group_source_sha256,effective_source_file,effective_source_sha256,source_identity_level,source_identity,primary_selection_decision,operating_point_result_file,claim_ids
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Acosta 2012,8,4,4,168,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Adam 2004,1,41,1,175,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Allan 2005,0,11,1,113,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Badiee 2013,9,5,1,47,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Barnes 2013,33,39,20,457,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Becker 2003,6,12,7,62,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Bialek 2002,1,8,0,8,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Bretagne 1998,14,5,4,18,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Buchheidt 2004,3,1,6,167,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Busca 2006,2,12,0,60,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Da Silva 2010,7,11,1,150,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,De Mol 2013,13,0,2,23,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Doermann 2002,10,4,2,407,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Florent 2006,8,39,4,116,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Foy 2007,6,7,6,102,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Gao 2010,4,16,1,240,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Ghosh 2013,18,68,0,64,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,He 2011a,8,3,9,49,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Herbrecht 2002,31,49,67,650,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Jha 2013,2,64,0,34,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Kallel 2003,4,7,1,62,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Kawazu 2004,11,23,0,115,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Ku 2012,3,183,10,582,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Lai 2007,11,14,3,161,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Machetti 1998,3,3,1,15,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Maertens 2002,11,7,2,80,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Marr 2004,13,11,11,32,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Moragues 2003,2,1,2,49,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Nihtinen 2010,1,0,1,100,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Park 2010,11,6,11,51,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Pinel 2003,17,17,17,756,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Rovira 2004,4,2,2,66,ok,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Scotter 2005,3,1,2,19,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Shi_Y 2009,22,8,11,53,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Suankratay 2006,16,13,1,20,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Suarez 2008,15,5,0,104,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Sun_Q 2010,8,28,4,43,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
0.42.0,Cochrane DTA Reference Dataset|CD007394|legacy:CD007394:1,Cochrane DTA Reference Dataset,historical Cochrane,CD007394,Galactomannan detection for invasive aspergillosis in immunocompromised patients,legacy:CD007394:1,Overall,Sun_Y 2010,21,12,4,43,corrected,,,,,unavailable; not inferred,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,archive_or_package,Cochrane DTA Reference Dataset|CL145_open_set_20181101|CL145_open_set_20181101.zip|f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,manifest primary_atlas true; canonical manifest-sheet row,analysis/bmj_rmr_v042/operating_points_primary.csv,C001;C002;C006;C011
