source,review_id,group_id,review_title,test_name,study_rows,zero_cell_study_fraction,sensitivity,specificity,sensitivity_low,sensitivity_interval_median,sensitivity_high,specificity_low,specificity_interval_median,specificity_high,information_bits,information_bits_low,information_bits_interval_median,information_bits_high,fraction_entropy_removed,fraction_entropy_removed_low,fraction_entropy_removed_interval_median,fraction_entropy_removed_high,post_negative_probability,post_negative_probability_low,post_negative_probability_interval_median,post_negative_probability_high,starting_probability,uncertainty_type,analysis_version,model_specification,analysis_role,sensitivity_dimension,central_estimator_mixed_with_canonical_interval,central_quantity_estimand,derived_central_matches_attached_interval_median
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Galactomannan detection for invasive aspergillosis in immunocompromised patients,Overall,50,0.26,0.7531284461159131,0.8806370229590806,0.6904994897583479,0.7531284461159131,0.8045660343462121,0.8553980623119941,0.8806370229590806,0.9027696376090212,0.0709505164050216,0.0586562039989533,0.0709505164050216,0.0830064333283108,0.2477348821003541,0.204807357555844,0.2477348821003541,0.2898300113387839,0.0145186856281504,0.0116490837400669,0.0145186856281504,0.0180205090218231,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Galactomannan detection for invasive aspergillosis in immunocompromised patients,Overall,50,0.26,0.7531284461159131,0.8806370229590806,0.6904994897583479,0.7531284461159131,0.8045660343462121,0.8553980623119941,0.8806370229590806,0.9027696376090212,0.2216690609009613,0.1844119044548558,0.2216690609009613,0.2582145059093375,0.3070514397081982,0.2554435902423611,0.3070514397081982,0.3576734410781242,0.0654028916302503,0.0530171431769388,0.0654028916302503,0.0801791581537549,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Galactomannan detection for invasive aspergillosis in immunocompromised patients,Overall,50,0.26,0.7531284461159131,0.8806370229590806,0.6904994897583479,0.7531284461159131,0.8045660343462121,0.8553980623119941,0.8806370229590806,0.9027696376090212,0.3208766474518314,0.2662520598276158,0.3208766474518314,0.375188988860603,0.3208766474518314,0.2662520598276158,0.3208766474518314,0.375188988860603,0.2187006095500254,0.1829673507738265,0.2187006095500254,0.2585303861257318,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Galactomannan detection for invasive aspergillosis in immunocompromised patients,Children,7,0.4285714285714285,0.6454382068334029,0.9760798017311024,0.4778498543427174,0.6454382068334029,0.7823818246810104,0.940522251999494,0.9760798017311024,0.9900904547911408,0.1029420841203659,0.0613069248718964,0.1029420841203659,0.1478425438646999,0.3594384701464787,0.2140627662013688,0.3594384701464787,0.5162154841080994,0.0188355190936822,0.0117032869032369,0.0188355190936822,0.0274395578492431,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Galactomannan detection for invasive aspergillosis in immunocompromised patients,Children,7,0.4285714285714285,0.6454382068334029,0.9760798017311024,0.4778498543427174,0.6454382068334029,0.7823818246810104,0.940522251999494,0.9760798017311024,0.9900904547911408,0.2816101283684357,0.1741460229400419,0.2816101283684357,0.3952835834801674,0.3900805777788347,0.2412235015832328,0.3900805777788347,0.5475387178855269,0.0835661699810551,0.0532534603695837,0.0835661699810551,0.1181776183296641,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Galactomannan detection for invasive aspergillosis in immunocompromised patients,Children,7,0.4285714285714285,0.6454382068334029,0.9760798017311024,0.4778498543427174,0.6454382068334029,0.7823818246810104,0.940522251999494,0.9760798017311024,0.9900904547911408,0.362627036401506,0.2232132140025804,0.362627036401506,0.5111040162275743,0.362627036401506,0.2232132140025804,0.362627036401506,0.5111040162275743,0.2672623955837576,0.1836705583924617,0.2672623955837576,0.3489841300994555,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,Triage of LSIL with HC2; CIN2+ (studies with both tests),6,0.5,0.9698983048805672,0.2587818344422988,0.9117941476445532,0.9698983048805672,0.9910659883843022,0.2274055153222535,0.2587818344422988,0.2914422773120204,0.0135806033511191,0.0066060594525342,0.0135806033511191,0.0184719237690247,0.0474188115958949,0.0230660951116865,0.0474188115958949,0.0644976257954648,0.0060679029307807,0.0018350922372365,0.0060679029307807,0.0171970385108429,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,Triage of LSIL with HC2; CIN2+ (studies with both tests),6,0.5,0.9698983048805672,0.2587818344422988,0.9117941476445532,0.9698983048805672,0.9910659883843022,0.2274055153222535,0.2587818344422988,0.2914422773120204,0.04819462325208,0.0229752221927944,0.04819462325208,0.0660635688660874,0.066758204305097,0.031824806868583,0.066758204305097,0.0915099015178165,0.0281812840596607,0.0086571132022582,0.0281812840596607,0.0767372318078392,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,Triage of LSIL with HC2; CIN2+ (studies with both tests),6,0.5,0.9698983048805672,0.2587818344422988,0.9117941476445532,0.9698983048805672,0.9910659883843022,0.2274055153222535,0.2587818344422988,0.2914422773120204,0.0857118168876655,0.0386916452109159,0.0857118168876655,0.1209078275531823,0.0857118168876655,0.0386916452109159,0.0857118168876655,0.1209078275531823,0.1039378315588385,0.0337518691314554,0.1039378315588385,0.2495090168101301,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,6,0.1666666666666666,0.8294406866289468,0.4662557726032287,0.7486552981544489,0.8294406866289468,0.8849647181754045,0.4220337654196664,0.4662557726032287,0.5120616231017641,0.0133286218369244,0.0063842000622938,0.0133286218369244,0.0208106676172829,0.0465389785252778,0.0222914381723301,0.0465389785252778,0.0726637176136516,0.0188845631626789,0.0126896309432672,0.0188845631626789,0.0277413945802985,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,6,0.1666666666666666,0.8294406866289468,0.4662557726032287,0.7486552981544489,0.8294406866289468,0.8849647181754045,0.4220337654196664,0.4662557726032287,0.5120616231017641,0.0457008728893679,0.0217082326544584,0.0457008728893679,0.0716696154281952,0.0633039124159565,0.0300697989289992,0.0633039124159565,0.0992752823110138,0.0837693701652196,0.0575377489610457,0.0837693701652196,0.1193550864589985,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,6,0.1666666666666666,0.8294406866289468,0.4662557726032287,0.7486552981544489,0.8294406866289468,0.8849647181754045,0.4220337654196664,0.4662557726032287,0.5120616231017641,0.0747030246325592,0.034733793997151,0.0747030246325592,0.1185789168428857,0.0747030246325592,0.034733793997151,0.0747030246325592,0.1185789168428857,0.267781754029839,0.1962718707514859,0.267781754029839,0.3515444766281768,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,OCT for detection of CSMO,9,0.0,0.8045021935759832,0.8687713746202378,0.7437272631560732,0.8045021935759832,0.8538280414285719,0.7858999529796722,0.8687713746202378,0.9192474413864988,0.077193427604803,0.054745012016356,0.077193427604803,0.0992610348555123,0.2695329879973164,0.1911508158733365,0.2695329879973164,0.3465855079435204,0.0117749278403217,0.0089625965493699,0.0117749278403217,0.0151745769950463,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,OCT for detection of CSMO,9,0.0,0.8045021935759832,0.8687713746202378,0.7437272631560732,0.8045021935759832,0.8538280414285719,0.7858999529796722,0.8687713746202378,0.9192474413864988,0.2431430391194985,0.1785579689560683,0.2431430391194985,0.3016638850443989,0.3367967541939679,0.2473348387749441,0.3367967541939679,0.4178586304934781,0.0535656627774829,0.0411880152272315,0.0535656627774829,0.0681984318779174,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,OCT for detection of CSMO,9,0.0,0.8045021935759832,0.8687713746202378,0.7437272631560732,0.8045021935759832,0.8538280414285719,0.7858999529796722,0.8687713746202378,0.9192474413864988,0.3574339921019669,0.2705871370278975,0.3574339921019669,0.4354721485913884,0.3574339921019669,0.2705871370278975,0.3574339921019669,0.4354721485913884,0.1845982643093281,0.1466334396437166,0.1845982643093281,0.2264608938411438,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:1,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - All the studies,15,0.4666666666666667,0.8485223844491108,0.86626678171388,0.7998577966464704,0.8485223844491108,0.8851994859417252,0.7940067928353333,0.86626678171388,0.915384899491485,0.0864681473272549,0.0625115253125588,0.0864681473272549,0.1117253607679031,0.3019171299793027,0.2182688180141843,0.3019171299793027,0.3901066613730392,0.0091515422813602,0.0069161055993297,0.0091515422813602,0.0121035052273497,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:1,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - All the studies,15,0.4666666666666667,0.8485223844491108,0.86626678171388,0.7998577966464704,0.8485223844491108,0.8851994859417252,0.7940067928353333,0.86626678171388,0.915384899491485,0.2733687326183059,0.2031173848001622,0.2733687326183059,0.3419962105887575,0.3786647653059657,0.2813540382187969,0.3786647653059657,0.4737261411638467,0.0420275136922822,0.0320210236667442,0.0420275136922822,0.0549955048574584,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:1,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - All the studies,15,0.4666666666666667,0.8485223844491108,0.86626678171388,0.7998577966464704,0.8485223844491108,0.8851994859417252,0.7940067928353333,0.86626678171388,0.915384899491485,0.4086890159510342,0.310395205789814,0.4086890159510342,0.4961721721977095,0.4086890159510342,0.310395205789814,0.4086890159510342,0.4961721721977095,0.1492875064664378,0.1168583250758607,0.1492875064664378,0.1888279443336827,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:3,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - studies at low risk of bias for QUADAS-2 'patient selection' domain,7,0.4285714285714285,0.8117134797967578,0.8613462349267483,0.7118913882810113,0.8117134797967578,0.8825410334144569,0.6427293527710894,0.8613462349267483,0.9567052687173216,0.0762404103242382,0.0299990857679591,0.0762404103242382,0.1258477893795851,0.2662053783391632,0.1047465240903838,0.2662053783391632,0.4394173410460919,0.0116040217419382,0.0074016525517965,0.0116040217419382,0.0180328937303532,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:3,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - studies at low risk of bias for QUADAS-2 'patient selection' domain,7,0.4285714285714285,0.8117134797967578,0.8613462349267483,0.7118913882810113,0.8117134797967578,0.8825410334144569,0.6427293527710894,0.8613462349267483,0.9567052687173216,0.2408533456381794,0.1008782643430574,0.2408533456381794,0.3671813783424892,0.3336251177144702,0.1397345041112395,0.3336251177144702,0.5086121193271722,0.0528206099204064,0.0342083555956229,0.0528206099204064,0.0802307708027318,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:3,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - studies at low risk of bias for QUADAS-2 'patient selection' domain,7,0.4285714285714285,0.8117134797967578,0.8613462349267483,0.7118913882810113,0.8117134797967578,0.8825410334144569,0.6427293527710894,0.8613462349267483,0.9567052687173216,0.3566457030945417,0.1577625409422774,0.3566457030945417,0.5110739186620438,0.3566457030945417,0.1577625409422774,0.3566457030945417,0.5110739186620438,0.1823818723289504,0.1240978683849938,0.1823818723289504,0.25866451581553,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:4,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - studies at low risk of bias for QUADAS-2 'flow and timing' domain,9,0.5555555555555556,0.8537604245141723,0.7330515154679815,0.8083993355105545,0.8537604245141723,0.8904002067145417,0.571931851098759,0.7330515154679815,0.8429620989492234,0.0512057844606235,0.0263027345032392,0.0512057844606235,0.0811456905501064,0.1787930464634487,0.0918401325492777,0.1787930464634487,0.2833329354028444,0.0104452541356345,0.0076178645793671,0.0104452541356345,0.0147269349347003,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:4,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - studies at low risk of bias for QUADAS-2 'flow and timing' domain,9,0.5555555555555556,0.8537604245141723,0.7330515154679815,0.8083993355105545,0.8537604245141723,0.8904002067145417,0.571931851098759,0.7330515154679815,0.8429620989492234,0.1704872326157473,0.0890256370937095,0.1704872326157473,0.2604019393455333,0.2361554202186125,0.1233164877834539,0.2361554202186125,0.3607034290390958,0.0477448071974569,0.0351798734872312,0.0477448071974569,0.0662919037283466,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:4,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - studies at low risk of bias for QUADAS-2 'flow and timing' domain,9,0.5555555555555556,0.8537604245141723,0.7330515154679815,0.8083993355105545,0.8537604245141723,0.8904002067145417,0.571931851098759,0.7330515154679815,0.8429620989492234,0.269904808726904,0.1445070339810348,0.269904808726904,0.3967043099941343,0.269904808726904,0.1445070339810348,0.269904808726904,0.3967043099941343,0.167051678005777,0.1272857980271578,0.167051678005777,0.2211802367237444,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:5,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - only full-text studies,11,0.4545454545454545,0.8414765151249802,0.8812611904394103,0.7871581607266244,0.8414765151249802,0.8837641998272899,0.8170533009253973,0.8812611904394103,0.9240240806642156,0.0905935975954589,0.066378466132082,0.0905935975954589,0.1151068952950639,0.3163217881493743,0.2317708498041297,0.3163217881493743,0.4019138207828778,0.0094433965921642,0.0068254331484506,0.0094433965921642,0.0126882100625294,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:5,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - only full-text studies,11,0.4545454545454545,0.8414765151249802,0.8812611904394103,0.7871581607266244,0.8414765151249802,0.8837641998272899,0.8170533009253973,0.8812611904394103,0.9240240806642156,0.2841586756372243,0.2125714139844616,0.2841586756372243,0.3507603799182745,0.3936107732191247,0.2944495656698715,0.3936107732191247,0.4858660888838262,0.0433219837562743,0.0316116943038012,0.0433219837562743,0.0575315989139852,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:5,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Any varices - only full-text studies,11,0.4545454545454545,0.8414765151249802,0.8812611904394103,0.7871581607266244,0.8414765151249802,0.8837641998272899,0.8170533009253973,0.8812611904394103,0.9240240806642156,0.4195883147760905,0.3211119286485542,0.4195883147760905,0.5091208669624185,0.4195883147760905,0.3211119286485542,0.4195883147760905,0.5091208669624185,0.1533567754841155,0.115493903283406,0.1533567754841155,0.1962539791395655,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:6,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Large varices - all the studies,6,0.0,0.779019803644295,0.9007106052715612,0.681623049609009,0.779019803644295,0.848044676249234,0.8260869708041979,0.9007106052715612,0.9463216246746944,0.0846497281579031,0.0523105795433096,0.0846497281579031,0.1174342415821097,0.2955678335773317,0.1826506121785719,0.2955678335773317,0.4100401162242901,0.0127398352750287,0.0086780689926294,0.0127398352750287,0.0185984611561009,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:6,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Large varices - all the studies,6,0.0,0.779019803644295,0.9007106052715612,0.681623049609009,0.779019803644295,0.848044676249234,0.8260869708041979,0.9007106052715612,0.9463216246746944,0.2605531975526699,0.1672804848780228,0.2605531975526699,0.3471138838084979,0.3609129488073494,0.2317134989795937,0.3609129488073494,0.480815037213167,0.0577550077378444,0.0399216665136878,0.0577550077378444,0.0825830024128198,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:6,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,Large varices - all the studies,6,0.0,0.779019803644295,0.9007106052715612,0.681623049609009,0.779019803644295,0.848044676249234,0.8260869708041979,0.9007106052715612,0.9463216246746944,0.3740457968934441,0.2466168591178105,0.3740457968934441,0.4892868837837774,0.3740457968934441,0.2466168591178105,0.3740457968934441,0.4892868837837774,0.1969035353295477,0.1426073021246255,0.1969035353295477,0.2647423527212725,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:10,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,Typhidot (all types),22,0.1818181818181818,0.7193852162287989,0.7685903525356081,0.6686748612427471,0.7193852162287989,0.7657123763412833,0.7502620421470484,0.7685903525356081,0.786723544197613,0.0360920272443983,0.0285979413141933,0.0360920272443983,0.0441003781784348,0.1260209871216802,0.0998542079572955,0.1260209871216802,0.1539834033941202,0.0188496743052712,0.0157649215439267,0.0188496743052712,0.0222876454899403,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:10,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,Typhidot (all types),22,0.1818181818181818,0.7193852162287989,0.7685903525356081,0.6686748612427471,0.7193852162287989,0.7657123763412833,0.7502620421470484,0.7685903525356081,0.786723544197613,0.1183106657903762,0.0939178410411236,0.1183106657903762,0.1445075372409778,0.1638815092919128,0.1300930684180909,0.1638815092919128,0.2001688786797033,0.0836248252507396,0.0707034955961806,0.0836248252507396,0.0977006274922239,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:10,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,Typhidot (all types),22,0.1818181818181818,0.7193852162287989,0.7685903525356081,0.6686748612427471,0.7193852162287989,0.7657123763412833,0.7502620421470484,0.7685903525356081,0.786723544197613,0.180045001089439,0.1422818454211379,0.180045001089439,0.220182150341192,0.180045001089439,0.1422818454211379,0.180045001089439,0.220182150341192,0.267412364299596,0.233323598037239,0.267412364299596,0.3022209735224512,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:13,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,TUBEX,14,0.0714285714285714,0.7952385669322545,0.8720013032151455,0.7219338573759647,0.7952385669322545,0.8536412754144151,0.8553958998882933,0.8720013032151455,0.8864867417300887,0.0764442644488077,0.0605918116784415,0.0764442644488077,0.0914857826374519,0.2669171670628366,0.2115658360640653,0.2669171670628366,0.3194369924831681,0.0122085147487793,0.0087412459931805,0.0122085147487793,0.0165205516970471,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:13,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,TUBEX,14,0.0714285714285714,0.7952385669322545,0.8720013032151455,0.7219338573759647,0.7952385669322545,0.8536412754144151,0.8553958998882933,0.8720013032151455,0.8864867417300887,0.2406858315362406,0.1904243639537967,0.2406858315362406,0.2867099584179308,0.3333930806139263,0.263771925905595,0.3333930806139263,0.3971447578344548,0.0554517565636464,0.0402030747741905,0.0554517565636464,0.0738946915332232,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:13,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,TUBEX,14,0.0714285714285714,0.7952385669322545,0.8720013032151455,0.7219338573759647,0.7952385669322545,0.8536412754144151,0.8553958998882933,0.8720013032151455,0.8864867417300887,0.3537443480029484,0.2771213758539647,0.3537443480029484,0.4265440958690569,0.3537443480029484,0.2771213758539647,0.3537443480029484,0.4265440958690569,0.1901710667616184,0.1435043499674156,0.1901710667616184,0.2419437006630532,0.5,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:19,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,Test-it Typhoid and KIT prototypes (threshold > 1+),9,0.0,0.6270694395484149,0.876362749572293,0.5829617266699497,0.6270694395484149,0.6709181149573432,0.85414842200412,0.876362749572293,0.8948902464968592,0.0464089245849802,0.0377108271673785,0.0464089245849802,0.0564913387892362,0.1620440560972517,0.1316732815429677,0.1620440560972517,0.197248390339441,0.0219045256418325,0.0192911277130989,0.0219045256418325,0.0245088592566891,0.05,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
Cochrane DTA Reference Dataset,CD008892,legacy:CD008892:19,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,Test-it Typhoid and KIT prototypes (threshold > 1+),9,0.0,0.6270694395484149,0.876362749572293,0.5829617266699497,0.6270694395484149,0.6709181149573432,0.85414842200412,0.876362749572293,0.8948902464968592,0.1455560230868567,0.1188399345793741,0.1455560230868567,0.1753765940833592,0.2016212197830684,0.1646146415702465,0.2016212197830684,0.2429280635084884,0.0961486566195242,0.0854511705715746,0.0961486566195242,0.1066180097291314,0.2,descriptive local-Gaussian sensitivity range; not canonical uncertainty,0.42.0,regularized GH15 wider prior,prior sensitivity,prior,False,locked released propagated median for each reported quantity,True
