analysis_version,classification,model_specification,analysis_role,sensitivity_dimension,review_id,group_id,test_name,starting_probability,sensitivity,specificity,information_bits,fraction_entropy_removed,post_negative_probability,crossing_probability
0.42.0,empirical model-specific sensitivity example,v0.42.0 canonical REML,canonical primary,canonical,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.49,0.6915400611727838,0.8713569297045841,0.2543317205790419,0.2544051312777996,0.2537966028091903,0.1280262761348617
0.42.0,empirical model-specific sensitivity example,v0.42.0 canonical REML,canonical primary,canonical,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.5,0.6915400611727838,0.8713569297045841,0.2540021549288515,0.2540021549288515,0.2614473034370775,0.1280262761348617
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.01,0.8070492746454586,0.7889868336963558,0.01154582370746816,0.14290599788505645,0.0024641660544460287,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.02,0.8070492746454586,0.7889868336963558,0.022789944034457985,0.16112737992163406,0.004966134090566669,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.03,0.8070492746454586,0.7889868336963558,0.03373817674896356,0.17355756113095427,0.007506780694201094,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.04,0.8070492746454586,0.7889868336963558,0.04439600071146529,0.18323331379190333,0.010087009765046452,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.05,0.8070492746454586,0.7889868336963558,0.054768582764828724,0.19123311684716696,0.012707753588863238,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.060000000000000005,0.8070492746454586,0.7889868336963558,0.06486080013503051,0.19808155919020876,0.015369973960587674,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.06999999999999999,0.8070492746454586,0.7889868336963558,0.07467726064259357,0.20407880293847397,0.01807466336119336,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.08,0.8070492746454586,0.7889868336963558,0.0842223209821006,0.20941491512711452,0.020822846191327397,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.09,0.8070492746454586,0.7889868336963558,0.09350010329151223,0.2142189439820536,0.023615580064942254,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.09999999999999999,0.8070492746454586,0.7889868336963558,0.10251451020299199,0.21858309886972663,0.02645395716635529,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.11,0.8070492746454586,0.7889868336963558,0.11126923854153853,0.22257588845547227,0.029339105674394142,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.12,0.8070492746454586,0.7889868336963558,0.11976779181616815,0.2262498036214899,0.03227219125752897,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.13,0.8070492746454586,0.7889868336963558,0.12801349163000383,0.22964607568743475,0.03525441864415463,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.14,0.8070492746454586,0.7889868336963558,0.13600948811990532,0.23279776250648623,0.0382870332724663,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.15000000000000002,0.8070492746454586,0.7889868336963558,0.14375876952277794,0.23573182751446933,0.04137132302467593,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.16,0.8070492746454586,0.7889868336963558,0.15126417095407096,0.23847058561144543,0.044508620050642454,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.17,0.8070492746454586,0.7889868336963558,0.15852838247393153,0.24103273626294117,0.04770030268634091,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.18000000000000002,0.8070492746454586,0.7889868336963558,0.16555395650777685,0.24343411904233392,0.050947797472974884,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.19,0.8070492746454586,0.7889868336963558,0.17234331468047573,0.24568827748031372,0.054252581282946424,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.2,0.8070492746454586,0.7889868336963558,0.1788987541167387,0.24780688739458337,0.05761618355933986,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.21000000000000002,0.8070492746454586,0.7889868336963558,0.18522245325454317,0.2498000874190423,0.06104018867605403,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.22,0.8070492746454586,0.7889868336963558,0.19131647721336756,0.2516767376504648,0.06452623842623476,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.23,0.8070492746454586,0.7889868336963558,0.19718278275456455,0.2534446245905601,0.06807603464721915,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.24000000000000002,0.8070492746454586,0.7889868336963558,0.20282322286728957,0.25511062536894924,0.07169134199080882,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.25,0.8070492746454586,0.7889868336963558,0.20823955100993838,0.25668084067811964,0.07537399084834703,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.26,0.8070492746454586,0.7889868336963558,0.21343342503398766,0.2581607033732627,0.07912588044078682,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.27,0.8070492746454586,0.7889868336963558,0.21840641081441436,0.2595550679332189,0.08294898208471024,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.28,0.8070492746454586,0.7889868336963558,0.22315998560844447,0.2608682847144936,0.08684534264610008,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.29000000000000004,0.8070492746454586,0.7889868336963558,0.22769554116223079,0.26210426200773657,0.09081708819457701,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.3,0.8070492746454586,0.7889868336963558,0.23201438658311652,0.26326651822417474,0.0948664278718104,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.31,0.8070492746454586,0.7889868336963558,0.23611775099342613,0.26435822602952513,0.0989956579888918,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.32,0.8070492746454586,0.7889868336963558,0.24000678598015202,0.2653822498573013,0.10320716636863844,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.33,0.8070492746454586,0.7889868336963558,0.243682567853518,0.2663411779389003,0.10750343695008113,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.34,0.8070492746454586,0.7889868336963558,0.2471460997261185,0.2672373497607035,0.11188705467379222,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.35000000000000003,0.8070492746454586,0.7889868336963558,0.2503983134231994,0.26807287968170634,0.11636071066824347,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.36000000000000004,0.8070492746454586,0.7889868336963558,0.25344007123358975,0.2688496773064877,0.12092720775905925,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.37,0.8070492746454586,0.7889868336963558,0.25627216750984555,0.2695694650986279,0.12558946632486356,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.38,0.8070492746454586,0.7889868336963558,0.25889533012530047,0.2702337936322241,0.1303505305254308,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.39,0.8070492746454586,0.7889868336963558,0.26131022179491237,0.2708440548088985,0.13521357493004937,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.4,0.8070492746454586,0.7889868336963558,0.2635174412660582,0.2714014933108537,0.14018191157642854,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.41000000000000003,0.8070492746454586,0.7889868336963558,0.26551752438475446,0.2719072165142031,0.1452589974931305,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.42000000000000004,0.8070492746454586,0.7889868336963558,0.2673109450421364,0.27236220304874376,0.15044844272143212,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.43,0.8070492746454586,0.7889868336963558,0.2688981160054419,0.27276731015885125,0.15575401887573342,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.44,0.8070492746454586,0.7889868336963558,0.2702793896371946,0.2731232799938936,0.16117966828517113,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.45,0.8070492746454586,0.7889868336963558,0.2714550585057406,0.27343074493441205,0.16672951376300182,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.46,0.8070492746454586,0.7889868336963558,0.272425355889813,0.2736902320414994,0.17240786905463176,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.47000000000000003,0.8070492746454586,0.7889868336963558,0.2731904561793047,0.2739021667005804,0.17821925001993855,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.48000000000000004,0.8070492746454586,0.7889868336963558,0.27375047517397927,0.27406687551667075,0.18416838661080515,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.49,0.8070492746454586,0.7889868336963558,0.27410547028140503,0.2741845885056708,0.190260235710633,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.5,0.8070492746454586,0.7889868336963558,0.274255440614956,0.274255440614956,0.19649999490908576,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.01,0.6915400618237723,0.8713569294631675,0.01195708939721641,0.1479963522225598,0.003563012315513722,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.02,0.6915400618237723,0.8713569294631675,0.02352083168376467,0.16629483499619713,0.007172661330674458,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.03,0.6915400618237723,0.8713569294631675,0.034704590786050524,0.17852903497696423,0.010829868727600084,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.04,0.6915400618237723,0.8713569294631675,0.04552066470761065,0.1878750812397298,0.01453558063642929,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.05,0.6915400618237723,0.8713569294631675,0.055980404127271274,0.19546438164357297,0.01829076845135098,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.060000000000000005,0.6915400618237723,0.8713569294631675,0.06609431393050733,0.20184864709819028,0.02209642967953843,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.06999999999999999,0.6915400618237723,0.8713569294631675,0.07587214063488495,0.20734418354273884,0.02595358882454651,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.08,0.6915400618237723,0.8713569294631675,0.0853229480744937,0.21215157360971662,0.029863298305815557,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.09,0.6915400618237723,0.8713569294631675,0.09445518324773347,0.21640713642717052,0.033826639416014985,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.09999999999999999,0.6915400618237723,0.8713569294631675,0.10327673387363825,0.22020832452443453,0.037844723318056495,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.11,0.6915400618237723,0.8713569294631675,0.11179497891936613,0.22362754597758436,0.04191869208370748,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.12,0.6915400618237723,0.8713569294631675,0.1200168331374302,0.22672026023736921,0.04604971977584414,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.13,0.6915400618237723,0.8713569294631675,0.1279487864722518,0.22952999975383365,0.05023901357649851,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.14,0.6915400618237723,0.8713569294631675,0.135596939051601,0.23209163162287674,0.05448781496297614,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.15000000000000002,0.6915400618237723,0.8713569294631675,0.14296703236185881,0.2344335578612569,0.058797400934451405,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.16,0.6915400618237723,0.8713569294631675,0.15006447711099946,0.2365792474875048,0.0631690852915863,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.17,0.6915400618237723,0.8713569294631675,0.15689437820528168,0.23854833243700316,0.06760421997186583,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.18000000000000002,0.6915400618237723,0.8713569294631675,0.1634615572014354,0.24035740983786322,0.07210419644350176,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.19,0.6915400618237723,0.8713569294631675,0.16977057254292716,0.24202064125463693,0.07667044716092283,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.2,0.6915400618237723,0.8713569294631675,0.17582573784459793,0.24355020824065707,0.0813044470850505,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.21000000000000002,0.6915400618237723,0.8713569294631675,0.18163113845290657,0.2449566640886901,0.08600771527174876,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.22,0.6915400618237723,0.8713569294631675,0.18719064647788375,0.24624920921836574,0.09078181653204231,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.23,0.6915400618237723,0.8713569294631675,0.19250793446661169,0.24743590946438812,0.09562836316791443,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.24000000000000002,0.6915400618237723,0.8713569294631675,0.19758648786580196,0.24852387104055018,0.10054901678772912,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.25,0.6915400618237723,0.8713569294631675,0.20242961640208618,0.24951938219342845,0.10554549020557243,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.26,0.6915400618237723,0.8713569294631675,0.20704046449248475,0.25042802893499655,0.11061954942907307,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.27,0.6915400618237723,0.8713569294631675,0.21142202078366162,0.25125479038118065,0.11577301574054874,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.28,0.6915400618237723,0.8713569294631675,0.21557712690666775,0.25200411788202354,0.121007767876631,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.29000000000000004,0.6915400618237723,0.8713569294631675,0.2195084855236129,0.2526800011494736,0.12632574431184732,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.3,0.6915400618237723,0.8713569294631675,0.22321866773381155,0.2532860238641592,0.13172894565199236,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.31,0.6915400618237723,0.8713569294631675,0.2267101198992596,0.25382541070018,0.13721943714349571,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.32,0.6915400618237723,0.8713569294631675,0.2299851699425725,0.25430106729657653,0.14279935130539861,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.33,0.6915400618237723,0.8713569294631675,0.23304603316467348,0.2547156143905148,0.14847089069098587,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.34,0.6915400618237723,0.8713569294631675,0.23589481762439696,0.25507141708522885,0.154236330786587,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.35000000000000003,0.6915400618237723,0.8713569294631675,0.23853352911768028,0.25537061003739275,0.16009802305556034,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.36000000000000004,0.6915400618237723,0.8713569294631675,0.24096407579006401,0.2556151192007268,0.16605839813601617,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.37,0.6915400618237723,0.8713569294631675,0.243188272412737,0.2558066806456552,0.17211996920141337,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.38,0.6915400618237723,0.8713569294631675,0.2452078443492895,0.25594685688157515,0.1782853354937917,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.39,0.6915400618237723,0.8713569294631675,0.24702443123760182,0.25603705103340363,0.18455718604007496,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.4,0.6915400618237723,0.8713569294631675,0.24863959040888373,0.25607851916351254,0.19093830356260896,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.41000000000000003,0.6915400618237723,0.8713569294631675,0.25005480006371833,0.25607238098083585,0.1974315685958804,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.42000000000000004,0.6915400618237723,0.8713569294631675,0.251271462223048,0.25601962913849563,0.20403996382221407,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.43,0.6915400618237723,0.8713569294631675,0.25229090547031796,0.2559211372878751,0.21076657864015652,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.44,0.6915400618237723,0.8713569294631675,0.25311438749946225,0.25577766702927673,0.2176146139802496,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.45,0.6915400618237723,0.8713569294631675,0.2537430974820226,0.25558987387596366,0.22458738738396267,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.46,0.6915400618237723,0.8713569294631675,0.2541781582654692,0.25535831232866,0.23168833836271777,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.47000000000000003,0.6915400618237723,0.8713569294631675,0.25442062841364654,0.2550834401406884,0.23892103405519388,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.48000000000000004,0.6915400618237723,0.8713569294631675,0.25447150409928004,0.2547656218393536,0.2462891752024615,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.49,0.6915400618237723,0.8713569294631675,0.2543317208575456,0.25440513155638367,0.25379660246197594,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.39.0 historical REML,historical release sensitivity,release history,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.5,0.6915400618237723,0.8713569294631675,0.25400215520887615,0.25400215520887615,0.26144730308306363,0.12802661088816616
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.01,0.8092519071303678,0.7875347865439362,0.011558806888610312,0.14306669447144563,0.002440585547882453,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.02,0.8092519071303678,0.7875347865439362,0.0228166103903662,0.16131591395458525,0.004918729392793124,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.03,0.8092519071303678,0.7875347865439362,0.03377916279312157,0.17376840352227255,0.007435305237317834,0.38086130898547527
