source,review_id,group_id,test_name,continuity_correction_rule,start_order,start_name,initial_log_l00,initial_l10,initial_log_l11,optimizer_success,optimizer_status,optimizer_message,optimizer_iterations,optimizer_reported_objective,endpoint_log_l00,endpoint_l10,endpoint_log_l11,endpoint_log_l00_at_lower_bound,endpoint_log_l11_at_lower_bound,raw_gradient_log_l00,raw_gradient_l10,raw_gradient_log_l11,raw_gradient_max_abs,projected_kkt_gradient_log_l00,projected_kkt_gradient_l10,projected_kkt_gradient_log_l11,projected_kkt_gradient_max_abs,recomputed_objective,sensitivity,specificity,reported_token_signature,finite_recomputed_objective,covariance_matrices_psd,valid_endpoint,selected,numerical_tie_with_minimum,objective_delta_from_minimum,maximum_central_probability_delta_from_minimum
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Overall,universal,0,empirical,-0.10418908191314177,-0.4268766314423596,0.2098843942405044,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,66.0917199316214,-0.4579736201666046,-0.3922553147873431,0.11233357792486713,False,False,-1.421085472268197e-06,-7.105427361340985e-06,-2.842170944536394e-06,7.105427361340985e-06,-1.421085472268197e-06,-7.105427361340985e-06,-2.842170944536394e-06,7.105427361340985e-06,66.0917199316214,0.6673981961053157,0.868537693952975,66.7%|86.9%|0.6674|0.8685|0.6062|0.8230|0.7234|0.9037|0.3609|0.3865|0.8770|0.9858|0.160|0.1601,True,True,True,False,True,7.531752999057062e-13,2.0275352508036804e-09
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Overall,universal,1,minus2_zero_minus2,-2.0,0.0,-2.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,66.09171993162066,-0.4579736176601501,-0.3922550588236255,0.11233365694788766,False,False,-2.842170944536394e-06,-2.842170944536394e-06,0.0,2.842170944536394e-06,-2.842170944536394e-06,-2.842170944536394e-06,0.0,2.842170944536394e-06,66.09171993162066,0.6673981965567682,0.8685376944035168,66.7%|86.9%|0.6674|0.8685|0.6062|0.8230|0.7234|0.9037|0.3609|0.3865|0.8770|0.9858|0.160|0.1601,True,True,True,False,True,1.4210854715202004e-14,1.5760827087873963e-09
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Overall,universal,2,zero_zero_zero,0.0,0.0,0.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9,66.09171993162067,-0.4579735771283766,-0.3922548777037981,0.1123336666045712,False,False,-1.421085472268197e-06,0.0,-1.421085472268197e-06,1.421085472268197e-06,-1.421085472268197e-06,0.0,-1.421085472268197e-06,1.421085472268197e-06,66.09171993162067,0.66739819853567,0.8685376940184669,66.7%|86.9%|0.6674|0.8685|0.6062|0.8230|0.7234|0.9037|0.3609|0.3865|0.8770|0.9858|0.160|0.1601,True,True,True,True,True,2.842170943040401e-14,4.0281900037797413e-10
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Overall,universal,3,one_zero_one,1.0,0.0,1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,66.09171993162066,-0.45797359180979585,-0.39225506777004154,0.112333659672756,False,False,-1.421085472268197e-06,-1.421085472268197e-06,-2.842170944536394e-06,2.842170944536394e-06,-1.421085472268197e-06,-1.421085472268197e-06,-2.842170944536394e-06,2.842170944536394e-06,66.09171993162066,0.6673981975279195,0.8685376944743443,66.7%|86.9%|0.6674|0.8685|0.6062|0.8230|0.7234|0.9037|0.3609|0.3865|0.8770|0.9858|0.160|0.1601,True,True,True,False,True,1.4210854715202004e-14,6.049314382750026e-10
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Overall,universal,4,lower_zero_lower,-8.0,0.0,-8.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,80.53610770415044,-1.0685475367365889,-1.1641516596349766,-7.997152358855878,False,False,0.0,-4.263256440470418e-06,-7.105427400784031e-06,7.105427400784031e-06,0.0,-4.263256440470418e-06,-7.105427400784031e-06,7.105427400784031e-06,80.53610770415044,0.6186372826928555,0.8653035200986812,61.9%|86.5%|0.6186|0.8653|0.5735|0.8198|0.6619|0.9007|0.4464|0.3899|0.7654|0.9847|0.133|0.1326,True,True,True,False,False,14.444387772529794,0.0487609154399955
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Overall,universal,5,minus1_plus2_minus1,-1.0,2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,66.09171993162064,-0.4579735782744047,-0.39225507487134603,0.1123336309373329,False,False,1.421085472268197e-06,0.0,0.0,1.421085472268197e-06,1.421085472268197e-06,0.0,0.0,1.421085472268197e-06,66.09171993162064,0.667398198132851,0.8685376940571136,66.7%|86.9%|0.6674|0.8685|0.6062|0.8230|0.7234|0.9037|0.3609|0.3865|0.8770|0.9858|0.160|0.1601,True,True,True,False,True,0.0,0.0
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:1,Overall,universal,6,minus1_minus2_minus1,-1.0,-2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,66.09171993162086,-0.4579734637580409,-0.39225486966295664,0.1123337207812361,False,False,4.263256416804591e-06,1.421085472268197e-06,1.421085472268197e-06,4.263256416804591e-06,4.263256416804591e-06,1.421085472268197e-06,1.421085472268197e-06,4.263256416804591e-06,66.09171993162086,0.6673982027665047,0.8685376948350098,66.7%|86.9%|0.6674|0.8685|0.6062|0.8230|0.7234|0.9037|0.3609|0.3865|0.8770|0.9858|0.160|0.1601,True,True,True,False,True,2.1316282072803006e-13,4.633653793995052e-09
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Children,universal,0,empirical,0.6673080299188268,-0.5348771627224813,-1.9195185237085164,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,10.002228866989928,0.6040593452189803,-0.6460443466206952,-8.0,False,True,-1.776356830474485e-06,-3.55271366094897e-07,5.329070550588023e-07,1.776356830474485e-06,-1.776356830474485e-06,-3.55271366094897e-07,0.0,1.776356830474485e-06,10.002228866989928,0.4415733074747398,0.9643787337089734,44.2%|96.4%|0.4416|0.9644|0.1515|0.9274|0.7779|0.9829|0.0160|0.8613|0.9746|0.9916|0.145|0.1446,True,True,True,False,True,1.900701818158268e-13,8.858554390034357e-09
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Children,universal,1,minus2_zero_minus2,-2.0,0.0,-2.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,10.0022288669898,0.6040594877089338,-0.6460444538042728,-8.0,False,True,-7.10542732189794e-07,-5.329070491423455e-07,5.329070550588023e-07,7.10542732189794e-07,-7.10542732189794e-07,-5.329070491423455e-07,0.0,7.10542732189794e-07,10.0022288669898,0.4415733117524029,0.9643787342176904,44.2%|96.4%|0.4416|0.9644|0.1515|0.9274|0.7779|0.9829|0.0160|0.8613|0.9746|0.9916|0.145|0.1446,True,True,True,False,True,6.217248937900877e-14,4.58089127741701e-09
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Children,universal,2,zero_zero_zero,0.0,0.0,0.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,10.002228866989753,0.6040595769458835,-0.6460442891416318,-8.0,False,True,3.55271366094897e-07,7.10542732189794e-07,5.329070550588023e-07,7.10542732189794e-07,3.55271366094897e-07,7.10542732189794e-07,0.0,7.10542732189794e-07,10.002228866989753,0.44157331881418116,0.9643787317706328,44.2%|96.4%|0.4416|0.9644|0.1515|0.9274|0.7779|0.9829|0.0160|0.8613|0.9746|0.9916|0.145|0.1446,True,True,True,False,True,1.5987211554602254e-14,2.4808869958370394e-09
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Children,universal,3,one_zero_one,1.0,0.0,1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,10.002228866989878,0.6040597058674287,-0.6460445642062473,-8.0,False,True,7.10542732189794e-07,-8.881784152372425e-07,3.5527137003920156e-07,8.881784152372425e-07,7.10542732189794e-07,-8.881784152372425e-07,0.0,8.881784152372425e-07,10.002228866989878,0.44157331931710914,0.9643787343558108,44.2%|96.4%|0.4416|0.9644|0.1515|0.9274|0.7779|0.9829|0.0160|0.8613|0.9746|0.9916|0.145|0.1446,True,True,True,False,True,1.4033219031261979e-13,2.9838149728789176e-09
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Children,universal,4,lower_zero_lower,-8.0,0.0,-8.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,10.002228867011095,0.6040595435204902,-0.6460443671049328,-7.99995685291953,False,False,0.0,0.0,7.105427400784031e-07,7.105427400784031e-07,0.0,0.0,7.105427400784031e-07,7.105427400784031e-07,10.002228867011095,0.4415733158612646,0.9643787328816318,44.2%|96.4%|0.4416|0.9644|0.1515|0.9274|0.7779|0.9829|0.0160|0.8613|0.9746|0.9916|0.145|0.1446,True,True,True,False,True,2.135713828010921e-11,4.720295820881404e-10
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Children,universal,5,minus1_plus2_minus1,-1.0,2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,10.002228866989737,0.6040595540921205,-0.6460443668698848,-8.0,False,True,-1.776356830474485e-07,1.776356830474485e-07,5.329070550588023e-07,5.329070550588023e-07,-1.776356830474485e-07,1.776356830474485e-07,0.0,1.776356830474485e-07,10.002228866989737,0.44157331633329416,0.9643787328215978,44.2%|96.4%|0.4416|0.9644|0.1515|0.9274|0.7779|0.9829|0.0160|0.8613|0.9746|0.9916|0.145|0.1446,True,True,True,True,True,0.0,0.0
Cochrane DTA Reference Dataset,CD007394,legacy:CD007394:2,Children,universal,6,minus1_minus2_minus1,-1.0,-2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,10.002228866989741,0.6040595519231904,-0.6460443230122446,-8.0,False,True,-1.776356830474485e-07,1.776356830474485e-07,5.329070550588023e-07,5.329070550588023e-07,-1.776356830474485e-07,1.776356830474485e-07,0.0,1.776356830474485e-07,10.002228866989741,0.44157331706662184,0.9643787323100207,44.2%|96.4%|0.4416|0.9644|0.1515|0.9274|0.7779|0.9829|0.0160|0.8613|0.9746|0.9916|0.145|0.1446,True,True,True,False,True,3.552713678800501e-15,7.333276763610286e-10
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Triage of LSIL with HC2; CIN2+ (studies with both tests),universal,0,empirical,-1.6293271255186437,-0.30121500483211683,-1.0668193841494018,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,1.9488571965893864,-0.3860438059518665,-0.4441935521371785,-8.0,False,True,-4.4408921008381155e-08,0.0,6.661338188235028e-07,6.661338188235028e-07,-4.4408921008381155e-08,0.0,0.0,4.4408921008381155e-08,1.9488571965893864,0.940001184931518,0.28338988085392525,94.0%|28.3%|0.9400|0.2834|0.8713|0.2106|0.9732|0.3695|0.7644|0.1320|0.9870|0.5069|0.039|0.0394,True,True,True,True,True,1.3322676295501878e-15,4.2906789232688425e-11
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Triage of LSIL with HC2; CIN2+ (studies with both tests),universal,1,minus2_zero_minus2,-2.0,0.0,-2.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,1.9488571965893975,-0.386043737418353,-0.4441935609863443,-8.0,False,True,1.7763568403352462e-07,1.3322676302514348e-07,7.105427400784031e-07,7.105427400784031e-07,1.7763568403352462e-07,1.3322676302514348e-07,0.0,1.7763568403352462e-07,1.9488571965893975,0.9400011845502789,0.2833898808582561,94.0%|28.3%|0.9400|0.2834|0.8713|0.2106|0.9732|0.3695|0.7644|0.1320|0.9870|0.5069|0.039|0.0394,True,True,True,False,True,1.2434497875801753e-14,4.241458295695111e-10
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Triage of LSIL with HC2; CIN2+ (studies with both tests),universal,2,zero_zero_zero,0.0,0.0,0.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,1.9488571965893895,-0.3860437836880652,-0.4441935572195599,-8.0,False,True,4.4408921008381155e-08,-1.3322676302514348e-07,7.105427400784031e-07,7.105427400784031e-07,4.4408921008381155e-08,-1.3322676302514348e-07,0.0,1.3322676302514348e-07,1.9488571965893895,0.9400011848511154,0.28338988084571237,94.0%|28.3%|0.9400|0.2834|0.8713|0.2106|0.9732|0.3695|0.7644|0.1320|0.9870|0.5069|0.039|0.0394,True,True,True,False,True,4.440892098500626e-15,1.2330936272064719e-10
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Triage of LSIL with HC2; CIN2+ (studies with both tests),universal,3,one_zero_one,1.0,0.0,1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,1.948857196589385,-0.3860438098835523,-0.44419355269838423,-8.0,False,True,8.881784201676231e-08,0.0,8.881784250980038e-07,8.881784250980038e-07,8.881784201676231e-08,0.0,0.0,8.881784201676231e-08,1.948857196589385,0.9400011849744248,0.2833898808490192,94.0%|28.3%|0.9400|0.2834|0.8713|0.2106|0.9732|0.3695|0.7644|0.1320|0.9870|0.5069|0.039|0.0394,True,True,True,False,True,0.0,0.0
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Triage of LSIL with HC2; CIN2+ (studies with both tests),universal,4,lower_zero_lower,-8.0,0.0,-8.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,1.9488571967181092,-0.38604379481417905,-0.4441935553445718,-7.9998173580247505,False,False,1.3322676302514348e-07,-8.881784201676231e-08,8.437695038431037e-07,8.437695038431037e-07,1.3322676302514348e-07,-8.881784201676231e-08,8.437695038431037e-07,8.437695038431037e-07,1.9488571967181092,0.940001184906669,0.2833898808460035,94.0%|28.3%|0.9400|0.2834|0.8713|0.2106|0.9732|0.3695|0.7644|0.1320|0.9870|0.5069|0.039|0.0394,True,True,True,False,True,1.28724142456349e-10,6.775580096984868e-11
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Triage of LSIL with HC2; CIN2+ (studies with both tests),universal,5,minus1_plus2_minus1,-1.0,2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,1.9488571968961086,-0.386036786371128,-0.4441916511715815,-8.0,False,True,4.378719611426382e-05,0.00016178169923353257,7.105427400784031e-07,0.00016178169923353257,4.378719611426382e-05,0.00016178169923353257,0.0,0.00016178169923353257,1.9488571968961086,0.9400010906333826,0.283389893530321,94.0%|28.3%|0.9400|0.2834|0.8713|0.2106|0.9732|0.3695|0.7644|0.1320|0.9870|0.5069|0.039|0.0394,True,True,True,False,False,3.0672353545924125e-10,9.434104220051864e-08
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:12,Triage of LSIL with HC2; CIN2+ (studies with both tests),universal,6,minus1_minus2_minus1,-1.0,-2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,1.9488571966372126,-0.38604894443983107,-0.44419225135128665,-8.0,False,True,-1.0569323199994715e-05,3.219646773107634e-05,8.881784250980038e-07,3.219646773107634e-05,-1.0569323199994715e-05,3.219646773107634e-05,0.0,3.219646773107634e-05,1.9488571966372126,0.9400012009738411,0.2833898833062473,94.0%|28.3%|0.9400|0.2834|0.8713|0.2106|0.9732|0.3695|0.7644|0.1320|0.9870|0.5069|0.039|0.0394,True,True,True,False,False,4.7827519722432044e-11,1.599941634733426e-08
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,universal,0,empirical,0.3868066108900836,-0.6163025410762424,-0.4890817002545171,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,5.470625818797242,-0.023531290014576132,-0.8751869938254782,-1.8757422693783539,False,False,-1.776356839102651e-07,-2.6645352457117277e-07,0.0,2.6645352457117277e-07,-1.776356839102651e-07,-2.6645352457117277e-07,0.0,2.6645352457117277e-07,5.470625818797242,0.7482542687165856,0.5110184633950918,74.8%|51.1%|0.7483|0.5110|0.5526|0.3342|0.8773|0.6851|0.2656|0.1364|0.9607|0.8737|0.033|0.0327,True,True,True,True,True,0.0,0.0
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,universal,1,minus2_zero_minus2,-2.0,0.0,-2.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,5.470625818797244,-0.023531208103186013,-0.8751870406691001,-1.8757425921869773,False,False,6.217248936859279e-07,6.217248906660697e-07,-2.6645352752940114e-07,6.217248936859279e-07,6.217248936859279e-07,6.217248906660697e-07,-2.6645352752940114e-07,6.217248936859279e-07,5.470625818797244,0.7482542667378153,0.5110184636453122,74.8%|51.1%|0.7483|0.5110|0.5526|0.3342|0.8773|0.6851|0.2656|0.1364|0.9607|0.8737|0.033|0.0327,True,True,True,False,True,2.6645352591003757e-15,1.9787703697815573e-09
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,universal,2,zero_zero_zero,0.0,0.0,0.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,5.47062581879747,-0.023531209119867454,-0.8751869140761745,-1.8757400097391963,False,False,1.3322676293269883e-06,1.9539925135219333e-06,3.5527137003920156e-07,1.9539925135219333e-06,1.3322676293269883e-06,1.9539925135219333e-06,3.5527137003920156e-07,1.9539925135219333e-06,5.47062581879747,0.7482542686778365,0.5110184606710064,74.8%|51.1%|0.7483|0.5110|0.5526|0.3342|0.8773|0.6851|0.2656|0.1364|0.9607|0.8737|0.033|0.0327,True,True,True,False,True,2.282618538629322e-13,2.72408540169522e-09
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,universal,3,one_zero_one,1.0,0.0,1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,5.470625818797512,-0.023531312106132303,-0.8751870845113173,-1.8757450662625914,False,False,-5.329070517307953e-07,-1.776356830474485e-07,-1.7763568501960078e-07,5.329070517307953e-07,-5.329070517307953e-07,-1.776356830474485e-07,-1.7763568501960078e-07,5.329070517307953e-07,5.470625818797512,0.7482542657838804,0.5110184660078834,74.8%|51.1%|0.7483|0.5110|0.5526|0.3342|0.8773|0.6851|0.2656|0.1364|0.9607|0.8737|0.033|0.0327,True,True,True,False,True,2.7000623958883807e-13,2.9327051898064838e-09
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,universal,4,lower_zero_lower,-8.0,0.0,-8.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,5.481145909672318,-0.033740755916228986,-0.8867735040153981,-7.998558457512016,False,False,0.0,-3.55271366094897e-07,-5.329070550588023e-07,5.329070550588023e-07,0.0,-3.55271366094897e-07,-5.329070550588023e-07,5.329070550588023e-07,5.481145909672318,0.747868989327675,0.5115108420137869,74.8%|51.2%|0.7479|0.5115|0.5553|0.3350|0.8757|0.6852|0.2698|0.1371|0.9597|0.8735|0.033|0.0327,True,True,True,False,False,0.010520090875075994,0.0004923786186951107
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,universal,5,minus1_plus2_minus1,-1.0,2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70,5.470625818797259,-0.023531298761734647,-0.8751870231199892,-1.8757430940277453,False,False,-2.6645352586539766e-07,0.0,0.0,2.6645352586539766e-07,-2.6645352586539766e-07,0.0,0.0,2.6645352586539766e-07,5.470625818797259,0.7482542680190742,0.5110184642269452,74.8%|51.1%|0.7483|0.5110|0.5526|0.3342|0.8773|0.6851|0.2656|0.1364|0.9607|0.8737|0.033|0.0327,True,True,True,False,True,1.7763568394002505e-14,8.318533639695147e-10
Cochrane DTA Reference Dataset,CD008054,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,universal,6,minus1_minus2_minus1,-1.0,-2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,5.47062581879727,-0.023531184419195623,-0.8751870824823504,-1.8757430871550667,False,False,8.881784195513256e-07,7.993605737135183e-07,-1.7763568501960078e-07,8.881784195513256e-07,8.881784195513256e-07,7.993605737135183e-07,-1.7763568501960078e-07,8.881784195513256e-07,5.47062581879727,0.7482542661713943,0.5110184643281384,74.8%|51.1%|0.7483|0.5110|0.5526|0.3342|0.8773|0.6851|0.2656|0.1364|0.9607|0.8737|0.033|0.0327,True,True,True,False,True,2.842170943040401e-14,2.545191279956782e-09
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,OCT for detection of CSMO,universal,0,empirical,-0.6419756014821479,-0.7999729315252371,-1.3309636884683762,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,2.403174393744127,-1.2171686404111282,-0.8467250950841624,-8.0,False,True,-2.6645352752940114e-07,-6.217248906660697e-07,-2.6645352752940114e-07,6.217248906660697e-07,-2.6645352752940114e-07,-6.217248906660697e-07,-2.6645352752940114e-07,6.217248906660697e-07,2.403174393744127,0.7895550199872716,0.8335858550761291,79.0%|83.4%|0.7896|0.8336|0.7380|0.7307|0.8333|0.9024|0.6626|0.4606|0.8776|0.9671|0.202|0.2020,True,True,True,False,True,1.1546319456101628e-14,4.4772896501399373e-10
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,OCT for detection of CSMO,universal,1,minus2_zero_minus2,-2.0,0.0,-2.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,2.4031743937441243,-1.2171686617410413,-0.846725084000968,-8.0,False,True,-1.7763568501960078e-07,-5.329070491423455e-07,2.6645352752940114e-07,5.329070491423455e-07,-1.7763568501960078e-07,-5.329070491423455e-07,0.0,5.329070491423455e-07,2.4031743937441243,0.7895550200791567,0.8335858550277602,79.0%|83.4%|0.7896|0.8336|0.7380|0.7307|0.8333|0.9024|0.6626|0.4606|0.8776|0.9671|0.202|0.2020,True,True,True,False,True,8.881784197001252e-15,3.99359989522452e-10
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,OCT for detection of CSMO,universal,2,zero_zero_zero,0.0,0.0,0.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,2.403174393744158,-1.2171685510373136,-0.84672515004557,-8.0,False,True,-1.7763568501960078e-07,-1.1546319398084153e-06,-1.7763568501960078e-07,1.1546319398084153e-06,-1.7763568501960078e-07,-1.1546319398084153e-06,-1.7763568501960078e-07,1.1546319398084153e-06,2.403174393744158,0.7895550196923774,0.8335858555224939,79.0%|83.4%|0.7896|0.8336|0.7380|0.7307|0.8333|0.9024|0.6626|0.4606|0.8776|0.9671|0.202|0.2020,True,True,True,False,True,4.263256414560601e-14,8.940936879753281e-10
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,OCT for detection of CSMO,universal,3,one_zero_one,1.0,0.0,1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,2.403174393972442,-1.2171612051919876,-0.8467246336482172,-7.999999982214057,False,True,5.773159763137025e-05,6.368239237251029e-05,8.881784250980039e-08,6.368239237251029e-05,5.773159763137025e-05,6.368239237251029e-05,0.0,6.368239237251029e-05,2.403174393972442,0.7895549422271599,0.8335857482638928,79.0%|83.4%|0.7896|0.8336|0.7380|0.7307|0.8333|0.9024|0.6626|0.4606|0.8776|0.9671|0.202|0.2020,True,True,True,False,False,2.283266908875703e-10,1.0636450742396164e-07
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,OCT for detection of CSMO,universal,4,lower_zero_lower,-8.0,0.0,-8.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,6.476141207167894,-8.0,0.7956238017520697,-7.999844875280123,True,False,0.009514877832389895,1.776356830474485e-07,-8.881784250980039e-08,0.009514877832389895,0.0,1.776356830474485e-07,-8.881784250980039e-08,1.776356830474485e-07,6.476141207167894,0.8031889759341732,0.836928457924394,80.3%|83.7%|0.8032|0.8369|0.7687|0.7406|0.8337|0.9022|0.7687|0.4924|0.8337|0.9645|0.214|0.2137,True,True,True,False,False,4.072966813423778,0.013633956150022497
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,OCT for detection of CSMO,universal,5,minus1_plus2_minus1,-1.0,2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,2.4031744196148086,-1.2171441987282239,-0.8467318907282613,-7.849727709710165,False,False,0.00012985168574932817,2.5224266992737687e-05,1.7763568501960078e-07,0.00012985168574932817,0.00012985168574932817,2.5224266992737687e-05,1.7763568501960078e-07,0.00012985168574932817,2.4031744196148086,0.7895548542766128,0.833585743010724,79.0%|83.4%|0.7896|0.8336|0.7380|0.7307|0.8333|0.9024|0.6626|0.4606|0.8776|0.9671|0.202|0.2020,True,True,True,False,False,2.5870693143303924e-08,1.655075378970139e-07
Cochrane DTA Reference Dataset,CD008081,legacy:CD008081:1,OCT for detection of CSMO,universal,6,minus1_minus2_minus1,-1.0,-2.0,-1.0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,2.4031743937441155,-1.2171686331121834,-0.8467250826407766,-8.0,False,True,0.0,-1.776356830474485e-07,8.881784250980039e-08,1.776356830474485e-07,0.0,-1.776356830474485e-07,0.0,1.776356830474485e-07,2.4031743937441155,0.7895550197841507,0.8335858546284002,79.0%|83.4%|0.7896|0.8336|0.7380|0.7307|0.8333|0.9024|0.6626|0.4606|0.8776|0.9671|0.202|0.2020,True,True,True,True,True,0.0,0.0
Cochrane DTA Reference Dataset,CD008760,legacy:CD008760:1,Any varices - All the studies,universal,0,empirical,-0.0888518715879186,-0.19652018840360033,-0.2542178086312905,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,14.578512528513144,-1.2283534603850093,0.09005204563641288,-0.5324367653973877,False,False,3.5527137003920156e-07,-7.105427361340985e-07,-1.776356830474485e-07,7.105427361340985e-07,3.5527137003920156e-07,-7.105427361340985e-07,-1.776356830474485e-07,7.105427361340985e-07,14.578512528513144,0.7927569373685203,0.7770690153050719,79.3%|77.7%|0.7928|0.7771|0.7428|0.6799|0.8352|0.8512|0.6688|0.4959|0.8787|0.9251|0.162|0.1622,True,True,True,False,True,2.842170943040401e-14,1.9079950952516356e-09
