source,source_version,review_id,review_title,group_id,group_number,test_name,analysis_scope,study_rows,unique_studies,paired_studies,eligibility,primary_atlas,published_studies,published_sensitivity,published_sensitivity_low,published_sensitivity_high,published_specificity,published_specificity_low,published_specificity_high,model_status,source_file,source_sheet,source_url,source_sha256,source_license,source_license_url,selection_status,duplicate_of_group_id,source_route,model,model_converged,sensitivity,specificity,lr_positive,lr_negative,information_bits_at_20_percent,diagnostic_entropy_reduction_at_20_percent,negative_posterior_at_20_percent,published_sensitivity_difference,published_specificity_difference,mean_logit_sensitivity_variance,mean_logit_specificity_variance,mean_logit_covariance,between_logit_sensitivity_variance,between_logit_specificity_variance,between_logit_covariance,between_logit_correlation,reml_objective,optimizer_iterations,optimizer_max_abs_gradient,optimizer_projected_kkt_gradient_log_l00,optimizer_projected_kkt_gradient_l10,optimizer_projected_kkt_gradient_log_l11,optimizer_projected_kkt_gradient_max_abs,optimizer_parameter_log_l00,optimizer_parameter_l10,optimizer_parameter_log_l11,optimizer_tied_solution_log_l00_at_lower_bound,optimizer_tied_solution_log_l11_at_lower_bound,optimizer_selected_log_l00_at_lower_bound,optimizer_selected_log_l11_at_lower_bound,optimizer_hard_bound_atol,optimizer_multistart_count,optimizer_valid_start_count,optimizer_selected_start,optimizer_selected_start_order,optimizer_minimum_recomputed_objective,optimizer_selected_objective_delta_from_minimum,optimizer_objective_tie_tolerance,optimizer_objective_gap_to_second_best,optimizer_objective_gap_to_next_distinct_basin,optimizer_valid_objective_range,optimizer_valid_sensitivity_range,optimizer_valid_specificity_range,optimizer_alternative_rounded_claim_changed_across_starts,optimizer_empirical_start_valid,optimizer_empirical_to_selected_objective_delta,optimizer_empirical_to_selected_sensitivity_delta,optimizer_empirical_to_selected_specificity_delta,optimizer_rounded_claim_changed_from_empirical,optimizer_material_objective_path_dependence,optimizer_material_central_path_dependence,optimizer_material_path_dependence,optimizer_path_dependence_class,continuity_correction_rule,study_positive_fraction_low,study_positive_fraction_median,study_positive_fraction_high,zero_cell_study_fraction,pooled_mean_sensitivity_low,pooled_mean_sensitivity_median,pooled_mean_sensitivity_high,pooled_mean_specificity_low,pooled_mean_specificity_median,pooled_mean_specificity_high,predictive_sensitivity_low,predictive_sensitivity_median,predictive_sensitivity_high,predictive_specificity_low,predictive_specificity_median,predictive_specificity_high,pooled_mean_der_at_20_percent_low,pooled_mean_der_at_20_percent_median,pooled_mean_der_at_20_percent_high,predictive_der_at_20_percent_low,predictive_der_at_20_percent_median,predictive_der_at_20_percent_high,pooled_mean_information_bits_at_20_percent_low,pooled_mean_information_bits_at_20_percent_median,pooled_mean_information_bits_at_20_percent_high,predictive_information_bits_at_20_percent_low,predictive_information_bits_at_20_percent_median,predictive_information_bits_at_20_percent_high,pooled_mean_positive_information_bits_at_20_percent_low,pooled_mean_positive_information_bits_at_20_percent_median,pooled_mean_positive_information_bits_at_20_percent_high,predictive_positive_information_bits_at_20_percent_low,predictive_positive_information_bits_at_20_percent_median,predictive_positive_information_bits_at_20_percent_high,pooled_mean_negative_information_bits_at_20_percent_low,pooled_mean_negative_information_bits_at_20_percent_median,pooled_mean_negative_information_bits_at_20_percent_high,predictive_negative_information_bits_at_20_percent_low,predictive_negative_information_bits_at_20_percent_median,predictive_negative_information_bits_at_20_percent_high,pooled_mean_negative_at_20_percent_low,pooled_mean_negative_at_20_percent_median,pooled_mean_negative_at_20_percent_high,predictive_negative_at_20_percent_low,predictive_negative_at_20_percent_median,predictive_negative_at_20_percent_high,analysis_version,analysis_row_rule,mean_logit_sensitivity,mean_logit_specificity
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections,legacy:CD010657:6,6,DMSA for high-grade VUR,reported_main,10,10,10,eligible,True,10.0,0.93,0.77,0.98,0.44,0.33,0.56,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.8818492162442587,0.44436368303156554,1.587097871959936,0.2658875787275991,0.05977450855765884,0.08279842408264367,0.06232878242115004,-0.04815078375574133,0.004363683031565535,0.2526655235253234,0.059801801015225746,-0.03652100319341203,1.9362052599513164,0.5679502924064471,-0.3641280636930335,-0.3472348370420352,12.69709417943163,11,0.0,0.0,0.0,0.0,0.0,0.330365002968251,-0.26168477384445293,-0.3471024983807139,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,12.69709417943163,0.0,1.269709417943163e-07,0.0,12.897235538931202,12.897235538931202,0.05720847892398917,0.0005596237434917772,True,True,6.750155989720952e-14,2.690859757237263e-10,2.3622392930633396e-10,False,False,False,False,numerically_equivalent,universal,0.07086614173228346,0.14499629355077837,0.20084566596194503,0.2,0.7359195427915397,0.8818492162442587,0.9523591628198582,0.3311987668918396,0.4443636830315655,0.5636101820563366,0.29117700335387814,0.8818492162442587,0.9926799663480181,0.14475244690118122,0.4443636830315655,0.7907454509159159,0.022767725770846268,0.08125184136175176,0.15281181057747065,0.0002924851159589428,0.07103190917108776,0.3112451839879655,0.016436660890664947,0.05865798704037964,0.11031913928648186,0.00021115322254714882,0.05127993086409555,0.2246966427192985,0.005161176856433384,0.01735638682943986,0.037013555271035004,6.812682572162084e-05,0.013562681860571494,0.1007852131051564,0.010577757388301636,0.04090275192947135,0.07577430417516452,0.0001273480559844517,0.03542251147789153,0.13249751980770955,0.027469726030129895,0.06286079816701468,0.12637630554033286,0.005215849805024664,0.06467133450556029,0.28992552457335696,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,2.010059447576653,-0.22347064098293584
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010705,GenoType,legacy:CD010705:24,24,Direct; FQ; culture,reported_main,9,9,9,eligible,True,9.0,0.862,0.746,0.93,0.986,0.969,0.994,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.8336580438395804,0.9784380826296857,38.66344673907948,0.17000764699729687,0.4387575588190362,0.6077579774582573,0.04076914514046863,-0.028341956160419568,-0.007561917370314308,0.1494325789485496,0.12580696273809225,0.08783247254848148,1.006379304711102,0.5372642567464673,0.7353172892687658,0.9999998952701774,9.170590620407054,30,7.105427400784031e-07,0.0,0.0,0.0,0.0,0.003179521535633074,0.732983044968499,-8.0,False,True,False,True,1e-06,7,7,minus1_minus2_minus1,6,9.170590620407054,0.0,9.170590620407054e-08,8.881784197001252e-15,,8.74048389221116e-08,1.3034537227341048e-08,1.0178194953525121e-09,False,True,1.7763568394002505e-14,7.805670554361654e-10,5.097700039868869e-12,False,False,False,False,numerically_equivalent,universal,0.10465116279069768,0.21428571428571427,0.6176470588235294,0.3333333333333333,0.7014315236843114,0.8336580438395804,0.9144663912194981,0.9577039003315738,0.9784380826296857,0.9891234913230923,0.3786331181630044,0.8336580438395804,0.9763142126229214,0.9019468691050265,0.9784380826296857,0.9955527471313005,0.418511711359891,0.6056371109449148,0.7495142026188791,0.08921226804906977,0.6086519329327561,0.9043892306528614,0.3021353624700958,0.4372264456975484,0.5410953603876679,0.06440484271324565,0.43940293039165523,0.6529039943218675,0.22297212397225977,0.3089140348225034,0.3698424332227746,0.0517505936964832,0.31017577669549035,0.42779688674443844,0.07724732714972869,0.12832552363138094,0.17329216184247373,0.012689133474406164,0.12950471499443755,0.22541108706074442,0.021568956798775716,0.04092108901201856,0.07170085302467694,0.005906187818457159,0.04034236715311294,0.1445656495077296,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.6117776525172818,3.8150288330706883
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010705,GenoType,legacy:CD010705:37,37,Direct; SLID; culture,reported_main,8,8,8,eligible,True,8.0,0.87,0.381,0.986,0.995,0.936,1.0,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.7160491488416085,0.9757033757130626,29.471137240516974,0.29102169596459043,0.33650637425601465,0.46612173239845656,0.0678210730647846,-0.15395085115839147,-0.019296624286937347,0.6012749867842287,0.5784700777687055,-0.0042410941676018065,4.040253429588679,3.5765374499521267,-0.034440865519011106,-0.00906021210195185,19.997304490237184,14,0.0,0.0,0.0,0.0,0.0,0.6981537100509081,-0.017134433613311816,0.6371565244081986,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,19.99730449023712,6.394884621840902e-14,1.999730449023712e-07,1.0658141036401503e-14,22.79230074259761,22.79230074259761,0.26598167060988553,2.4841584848722675e-05,True,True,-6.394884621840902e-14,3.0244817761371223e-10,2.995155234941649e-10,False,False,False,False,numerically_equivalent,universal,0.08333333333333333,0.20394736842105263,0.8441558441558441,0.75,0.35552370234463104,0.7160491488416085,0.920176049126572,0.9004403600565646,0.9757033757130626,0.9944230202714106,0.035652264934149344,0.7160491488416085,0.9942198835412327,0.42498624463210977,0.9757033757130626,0.999541906734054,0.13763746728488244,0.4516589598190915,0.7331935921924848,0.001262807687331876,0.3593973559091601,0.92242103509685,0.09936435454209684,0.32606529240100446,0.5293130531951422,0.0009116563479246172,0.25945904845905526,0.6659216605514978,0.08234898743049847,0.24224725810859254,0.3634520826397945,0.0006708557937470694,0.18587908116573326,0.4354128099649405,0.013973003631777758,0.08175217521719341,0.17416654019620362,5.860748957623975e-05,0.06893277567921627,0.24038959022185144,0.020358988073831782,0.06872714549019837,0.14346830150932285,0.0015633981198943222,0.07562768902283111,0.23603607135803742,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,0.9249476443550319,3.692821199430338
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010705,GenoType,legacy:CD010705:56,56,Direct; XDR; culture,reported_main,6,6,6,eligible,True,6.0,0.694,0.388,0.89,0.994,0.95,0.993,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.666155332742984,0.9834459207530594,40.24115885914322,0.3394641842648341,0.31988228360777976,0.4430943827690885,0.07822721189766983,-0.027844667257015954,-0.010554079246940629,0.3775211562077967,0.5793143589073004,-0.0693068803435034,1.9008703090751986,2.6771857278271076,-0.41830897980545406,-0.1854307237895791,11.877842893197368,11,0.0,0.0,0.0,0.0,0.0,0.32115591935206234,-0.3034037498445604,0.4748882644333414,False,False,False,False,1e-06,7,7,zero_zero_zero,2,11.877842893197368,0.0,1.1877842893197369e-07,0.0,9.4636490907966,9.4636490907966,0.005965701811457613,0.00035633728491946126,True,True,2.1316282072803006e-14,1.7865997570254422e-10,3.63573615658197e-11,False,False,False,False,numerically_equivalent,universal,0.050387596899224806,0.10469765117441279,0.40625,0.3333333333333333,0.37439478312876145,0.666155332742984,0.8693362585889451,0.9303869501672138,0.9834459207530594,0.9962274020399647,0.09384299040513971,0.666155332742984,0.9746496030907459,0.6335607448800513,0.9834459207530594,0.9995103534943496,0.1865728920876476,0.4327860514575973,0.6725351705736469,0.010568230061280237,0.3784562786979284,0.8498943841999876,0.13469221254246086,0.3124404096226072,0.48552203443698017,0.007629502194471394,0.27321822027855613,0.6135626336409651,0.11366716608103741,0.24176110222985597,0.3462090606348889,0.005460487040049233,0.20571607836366196,0.4126972337177721,0.017645739102123886,0.07003239023809649,0.14670924325405452,0.0004900618921333207,0.06397069576584796,0.21292772235014434,0.0318408964306021,0.07829073097722997,0.13736701140961025,0.006640769540211985,0.08089160305095622,0.1924661974971127,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,0.6908470589865493,4.084430098163198
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010772,Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the diagnosis of dementia within a secondary care setting,legacy:CD010772:1,1,IQCODE cut-off 3.3 or nearest,reported_main,13,13,13,eligible,True,13.0,0.91,0.86,0.94,0.66,0.56,0.75,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.8885084941307586,0.658553054299075,2.6021860945536393,0.1692976824591701,0.15118408423275884,0.2094170947265144,0.04060580350772975,-0.021491505869241423,-0.001446945700925073,0.048265246289830234,0.047989576820069574,-0.01129503196872217,0.4374770685696416,0.5478977169414282,-0.14673507871513003,-0.29971367390524584,10.171866863157744,9,1.7763568403352462e-07,-1.7763568403352462e-07,-1.7763568403352462e-07,0.0,1.7763568403352462e-07,-0.4133654946280641,-0.22184840092877792,-0.34789432914948715,False,False,False,False,1e-06,7,7,one_zero_one,3,10.171866863157737,7.105427357601002e-15,1.0171866863157737e-07,1.7763568394002505e-15,,1.5987211554602254e-14,8.027455367098923e-10,1.588548181885585e-10,False,True,8.881784197001252e-15,2.3026569540007813e-10,9.216560847846722e-11,False,False,False,False,numerically_equivalent,universal,0.12698412698412698,0.5471698113207547,0.7964601769911505,0.15384615384615385,0.83821473690426,0.8885084941307586,0.9245744292408838,0.5566291846997924,0.658553054299075,0.7476678862111696,0.6703115895107002,0.8885084941307586,0.9689795527608809,0.2981513256301807,0.658553054299075,0.8975066128570062,0.14139989379039566,0.20793018019826942,0.2846523236223589,0.028991579561983356,0.1977640113261289,0.45852293748907436,0.1020805559413757,0.1501106388601226,0.2054985096979505,0.020929835800958037,0.142771395933955,0.3310205907236446,0.037865090025240106,0.06380543637439816,0.09803539860687996,0.005134749280038029,0.06055826264411325,0.19143373185464227,0.06206792248995204,0.08607197210624723,0.11035244023451454,0.014288261922840568,0.08031431039270631,0.15334212961571475,0.02823745348557511,0.04081413627186106,0.05778110385144725,0.013030288690150334,0.04279006370532223,0.11775375054624117,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,2.075595800175279,0.6568527760668593
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010772,Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the diagnosis of dementia within a secondary care setting,legacy:CD010772:7,7,IQCODE cut-off 3.6,reported_main,9,9,9,eligible,True,9.0,0.89,0.85,0.92,0.68,0.56,0.79,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.8741999929040768,0.6762225296942236,2.700002542111654,0.18603344545886077,0.15142663431992473,0.2097530701358157,0.044441461799755964,-0.01580000709592322,-0.0037774703057764647,0.035311825557493466,0.07568321611617426,-0.007072897672531283,0.19686792836567982,0.5873068919892059,-0.06310120218690382,-0.18557420090156046,4.443062612010405,11,1.7763568403352462e-07,1.776356830474485e-07,1.7763568403352462e-07,-8.881784201676231e-08,1.7763568403352462e-07,-0.8126110947298886,-0.14221655287510065,-0.28362626078141195,False,False,False,False,1e-06,7,7,one_zero_one,3,4.443062612010402,3.552713678800501e-15,4.443062612010402e-08,8.881784197001252e-16,2.0780404219055786,2.0780404219055786,0.00047996205950628923,1.1238535876367806e-06,True,True,8.881784197001252e-16,1.8363932596798804e-10,1.2174394825592572e-10,False,False,False,False,numerically_equivalent,universal,0.24293785310734464,0.5902777777777778,0.7964601769911505,0.0,0.8278278391272967,0.8741999929040768,0.9094486340342507,0.549157748546137,0.6762225296942236,0.7817106633324853,0.7299179746029859,0.8741999929040768,0.9470008991144345,0.2974606774524562,0.6762225296942236,0.9115211156658826,0.12650469004492315,0.20908816495509577,0.3063109677289855,0.024755776365861782,0.20363640344580236,0.4832400411980458,0.09132728987844764,0.15094662058952685,0.2211344933756908,0.017871890469264184,0.1470108407893424,0.3488645623153957,0.03418154057660486,0.06701450075747503,0.1125223439729827,0.004220958307260627,0.065094515886819,0.20990931336628374,0.05568815590997083,0.08354161318920164,0.11080198862566584,0.013052531104398649,0.08004919863512563,0.14829334214630385,0.031897829668609275,0.044696632714898474,0.06188488790183555,0.019374068401853597,0.046848757191394336,0.11115308258170672,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.938615773639443,0.7364657480318699
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011134,Blood CEA levels for detecting recurrent colorectal cancer,legacy:CD011134:2,2,CEA at 2.5µg/L,reported_main,7,7,7,eligible,True,7.0,0.82,0.78,0.86,0.8,0.59,0.92,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.807049311811851,0.7889868234329308,3.8246394132422132,0.2445550197512913,0.1788987698007898,0.24780690911980952,0.05761617380698271,-0.012950688188148929,-0.011013176567069238,0.02686903986047647,0.28643779712105594,-0.02627702610291218,0.05234466580909965,1.8894947174723953,-0.18180185313952513,-0.578081736758182,5.908118467013133,10,1.7763568403352462e-07,-8.881784250980039e-08,-1.776356830474485e-07,-1.7763568403352462e-07,1.7763568403352462e-07,-1.474952620810655,-0.7946247540892083,0.11478789707170145,False,False,False,False,1e-06,7,7,empirical,0,5.908118467013127,6.217248937900877e-15,5.908118467013127e-08,3.552713678800501e-15,0.05143359052173935,1.1319937565659508,0.008559670634161853,9.74516403903225e-05,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,universal,0.13513513513513514,0.25757575757575757,0.4489795918367347,0.0,0.7520689199487286,0.807049311811851,0.8522329766880741,0.5670581891576821,0.7889868234329308,0.9143386660083382,0.7066812129410566,0.807049311811851,0.8789559866890462,0.17188560419889642,0.7889868234329308,0.9853705367187435,0.09780812986111218,0.24581023876122915,0.4033724073701445,0.0023152737362414724,0.2449515308342673,0.5657004355469212,0.07061043685512845,0.17745731737270182,0.2912058735828575,0.0016714611575475513,0.17683739199492557,0.4083950377113399,0.028913997133496506,0.09818018063920161,0.18943630974230588,0.0002659897201702851,0.09785008196042125,0.2981219822636918,0.04142198588354941,0.07869238465019199,0.10617369883993863,0.0013634986471396872,0.07586447310678093,0.12227946670756251,0.04488129141987375,0.058540068279768924,0.07959641715222059,0.039727535834752845,0.06207037417280977,0.19409480925497025,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.4309501168553607,1.3188290406565095
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011134,Blood CEA levels for detecting recurrent colorectal cancer,legacy:CD011134:3,3,CEA at 5µg/L,reported_main,23,23,23,eligible,True,23.0,0.71,0.64,0.76,0.88,0.84,0.92,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.6915400611727838,0.8713569297045841,5.375649536230219,0.3539995245482162,0.1758257376914122,0.24355020802846733,0.08130444722199372,-0.018459938827216194,-0.008643070295415889,0.018678699968786367,0.028336857105661917,0.0012288288291094442,0.30074509207887956,0.5233426899777163,0.027971833948028758,0.07050640736686921,13.457523276064679,11,5.329070491423455e-07,-5.329070491423455e-07,-1.776356839102651e-07,0.0,5.329070491423455e-07,-0.6007461216001115,0.051006047037598125,-0.32625117064779596,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,13.457523276064679,0.0,1.345752327606468e-07,5.329070518200751e-15,17.344369587024495,17.344369587024495,0.02495982432424282,6.630686251407614e-05,True,True,1.7763568394002505e-14,6.509884853400649e-10,2.4141666443711074e-10,False,False,False,False,numerically_equivalent,universal,0.136986301369863,0.2878787878787879,0.5342465753424658,0.043478260869565216,0.6316869653052524,0.6915400611727838,0.7455840724547768,0.8296400527293419,0.8713569297045841,0.9040399529659168,0.4254608534871516,0.6915400611727838,0.8715858191242357,0.6123602075738772,0.8713569297045841,0.9667143242864495,0.18002293768320715,0.24300303449991706,0.30893659911541416,0.025095414976794336,0.2357082737726885,0.5112344628652171,0.1299636164376641,0.1754307177483731,0.22303001044037174,0.018117085124604915,0.17016442503390583,0.36907452181705014,0.08517768178334034,0.11651556188720814,0.14983414918842752,0.010308480886519245,0.11226493242094596,0.25296927798440894,0.043527480311739294,0.05884868503142926,0.07558171466625635,0.006654992099250437,0.05607970547869941,0.1285365743655957,0.0677383145986033,0.08142625603921301,0.09624868917520042,0.03560597679226062,0.0832114648675425,0.15558241314916127,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,0.8073291061758322,1.91301001342006
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011134,Blood CEA levels for detecting recurrent colorectal cancer,legacy:CD011134:4,4,CEA at 10µg/L,reported_main,7,7,7,eligible,True,7.0,0.68,0.53,0.79,0.97,0.9,0.99,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.6654235054406229,0.9468955654059342,12.530469640194259,0.3533404387800086,0.24682598476758455,0.3418982950180034,0.08116535882018673,-0.014576494559377151,-0.023104434594065748,0.09870326347113408,0.2418714127332565,-0.021162581098813006,0.5696926112010716,1.2229105596284067,-0.14989709243508056,-0.17958727802104338,9.396542127456783,7,1.7763568403352462e-07,1.7763568403352462e-07,-1.7763568403352462e-07,0.0,1.7763568403352462e-07,-0.2813291711055763,-0.19859710596581698,0.08422529456507544,False,False,False,False,1e-06,7,7,empirical,0,9.396542127456772,1.0658141036401503e-14,9.396542127456773e-08,3.552713678800501e-15,6.371314523197396,6.371314523197396,0.05085849355422478,0.0011764255232724619,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,universal,0.24183006535947713,0.32941176470588235,0.723404255319149,0.14285714285714285,0.5179409908194482,0.6654235054406229,0.7863934581592101,0.8718046126040768,0.9468955654059342,0.9790582624058769,0.28601456227264244,0.6654235054406229,0.9080401179641714,0.6245297393691931,0.9468955654059342,0.9947956216916002,0.1957384613913473,0.3372678962730471,0.483750187283207,0.02936578815934768,0.3112253752632139,0.6502956927828434,0.14130909452843887,0.2434831698230694,0.3492328511067704,0.021199987500743735,0.22468234224437644,0.46946673060417554,0.1013762342534718,0.18003725198125287,0.254929608896422,0.013084228800238757,0.16409345475032117,0.3302514600166757,0.03299214160527105,0.06350003161715445,0.1021290163749529,0.004685019613934293,0.05872848408905031,0.15685833767187154,0.05345907712714848,0.08151221025712561,0.11296400668164434,0.024701532897023953,0.08420033032392829,0.16569494995721534,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,0.6875581515285436,2.8809283689291347
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011420,Lateral flow urine lipoarabinomannan assay for detecting active tuberculosis in HIV-positive adults,legacy:CD011420:2,2,LF-LAM (grade 2) for TB diagnosis,reported_main,5,5,5,eligible,True,5.0,0.45,0.29,0.63,0.92,0.8,0.97,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.44152537712065115,0.9242503960900087,5.828748327783854,0.6042460195223562,0.09945225576832867,0.13775922626178658,0.13123669260076606,-0.008474622879348859,0.004250396090008657,0.15139552808145873,0.33368581225667454,-0.11602818781734014,0.687594856717943,1.5743779469363213,-0.5802806051902218,-0.5577213201685957,5.904169961083575,11,0.0,0.0,0.0,0.0,0.0,-0.1872777427754744,-0.6997964670266155,0.040634601459579894,False,False,False,False,1e-06,7,7,one_zero_one,3,5.904169961083573,1.7763568394002505e-15,5.904169961083573e-08,0.0,10.800825908249402,10.800825908249402,0.06804670008438662,0.0012240204830987755,True,True,1.7763568394002505e-15,2.63328303606869e-10,7.429568071870563e-11,False,False,False,False,numerically_equivalent,universal,0.20430107526881722,0.32929782082324455,0.48132780082987553,0.0,0.26941603120743973,0.44152537712065115,0.6289325204880556,0.7972776930845201,0.9242503960900087,0.9742625495211787,0.11606527286609808,0.44152537712065115,0.8263939762976625,0.44873058055482085,0.9242503960900087,0.9945620514804525,0.0480385621311336,0.13299194539079065,0.25111183783974766,0.0019439395732330743,0.11342622230636201,0.3960313808579152,0.03468038764045746,0.09601062177133762,0.18128469069531328,0.0014033845926803054,0.08188557657990236,0.2859061802983662,0.026343232983343318,0.07610659987413616,0.14129858253471003,0.0007732434458476216,0.0637388227629877,0.21170275551446766,0.005938402337558261,0.019160339479153708,0.045510972886042396,0.00029126988852915,0.015666866993890707,0.08836587386424635,0.09610300391712898,0.13243951843207385,0.1624308433549929,0.055074703749493595,0.13763331120903546,0.1992222872563525,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,-0.2349736817670091,2.501549810904738
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:12,12,HRP-2 (P. falciparum specific) and pLDH (pan-specific),reported_main,23,23,23,eligible,True,23.0,0.78,0.69,0.84,0.99,0.98,0.99,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.7476781610703783,0.9818391154149432,41.1696995027205,0.25698898624851163,0.37616836197608094,0.5210607048542307,0.06036872237129845,-0.032321838929621705,-0.008160884585056816,0.04167670969054381,0.026003153418366558,-0.0019045556219902742,0.6334150184827685,0.31388457955776494,-0.04089839518077468,-0.09172275665144831,20.985026988142366,14,3.5527136806704924e-07,-3.5527136806704924e-07,0.0,3.55271366094897e-07,3.5527136806704924e-07,-0.2283147171303678,-0.051388044173455896,-0.5835892976690766,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,20.98502698814236,7.105427357601002e-15,2.0985026988142358e-07,3.552713678800501e-15,,8.171241461241152e-14,1.4297574235655475e-10,3.6648939438777006e-10,False,True,-3.552713678800501e-15,3.725886266181533e-11,1.5206080838936487e-10,False,False,False,False,numerically_equivalent,universal,0.0068775790921595595,0.10323122114981116,0.3611111111111111,0.2608695652173913,0.6651083743510438,0.7476781610703783,0.815536022665466,0.9752556754852794,0.9818391154149432,0.9866948709476848,0.3718900626647139,0.7476781610703783,0.9368287581664457,0.9451893368340585,0.9818391154149432,0.9941346718545964,0.43394150498850503,0.5194729922140228,0.5982765714051895,0.18561904636441567,0.5116656535251214,0.7686254295390831,0.3132745639889063,0.37502214761450703,0.43191266541029144,0.1340036045166716,0.36938581046868807,0.5548922920291308,0.24284096801887167,0.28019145232215725,0.3124999181004284,0.11516887163878514,0.2732137237368828,0.3745679869736343,0.06983711072242306,0.09483952155866364,0.12073133906964835,0.017224901389379613,0.09441545362676962,0.18725280217308798,0.045173652248375475,0.06051019981427984,0.0785897790011201,0.015982847121526766,0.06059849591024634,0.13796815116254524,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.086267208161604,3.990157378724901
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:16,16,pLDH (P. falciparum specific) and pLDH (pan-specific),reported_main,10,10,10,eligible,True,10.0,0.89,0.79,0.95,0.98,0.97,0.99,converged,,,,,,,,,historical Cochrane,continuity-corrected bivariate REML,True,0.8719117982208501,0.9781999530141198,39.995867843109814,0.13094276010183067,0.4736888009983173,0.6561440181549159,0.031698033041397754,-0.018088201779149937,-0.0018000469858802104,0.12023109700068875,0.045309812885557146,-0.04915592794471012,0.9640701732926077,0.2511251161659326,-0.47510509646403903,-0.9655845106436381,7.61257051488583,15,1.7763568403352462e-07,8.881784195513255e-08,1.7763568403352462e-07,0.0,1.7763568403352462e-07,-0.018295596574468578,-0.4838774304868233,-2.037631437623356,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,7.61257051488583,0.0,7.61257051488583e-08,2.930988785010413e-14,0.010726600915125672,0.010726600915125672,0.0010005480330042005,0.00010029604721639718,True,True,4.2810199829546036e-13,3.6887219945214156e-09,5.946885206498109e-10,False,False,False,False,tiny_boundary_refinement,universal,0.07692307692307693,0.2680954418116832,0.3313253012048193,0.3,0.7752791644621282,0.8719117982208501,0.9307052868753133,0.9672831821754435,0.9781999530141198,0.9855285721091579,0.46930435759538314,0.8719117982208501,0.9812728369843319,0.9391568438813549,0.9781999530141198,0.992392022108731,0.5538404663964713,0.6546847515348337,0.7228956757795165,0.2984814895247284,0.6511123559738651,0.7542572229758621,0.3998329927771327,0.4726353154273486,0.5218786980178187,0.21548217309172937,0.4700563027058345,0.5445194800379966,0.2934585983732892,0.32423744617278916,0.34659465043323473,0.18412204343486585,0.315034110836073,0.3492538176673509,0.10477158918835122,0.14747028976689724,0.1815963677094479,0.03111051454270565,0.1470722920333227,0.21773513372773806,0.017567124441269576,0.03165743813045667,0.05438638310288475,0.004879799811831427,0.03183963720409539,0.11769565574901404,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.9179691669487002,3.8038019749639287
