source,source_version,review_id,review_title,group_id,group_number,test_name,analysis_scope,study_rows,unique_studies,paired_studies,eligibility,primary_atlas,published_studies,published_sensitivity,published_sensitivity_low,published_sensitivity_high,published_specificity,published_specificity_low,published_specificity_high,model_status,source_file,source_sheet,source_url,source_sha256,source_license,source_license_url,selection_status,duplicate_of_group_id,source_route,model,model_converged,sensitivity,specificity,lr_positive,lr_negative,information_bits_at_20_percent,diagnostic_entropy_reduction_at_20_percent,negative_posterior_at_20_percent,published_sensitivity_difference,published_specificity_difference,mean_logit_sensitivity_variance,mean_logit_specificity_variance,mean_logit_covariance,between_logit_sensitivity_variance,between_logit_specificity_variance,between_logit_covariance,between_logit_correlation,reml_objective,optimizer_iterations,optimizer_max_abs_gradient,optimizer_projected_kkt_gradient_log_l00,optimizer_projected_kkt_gradient_l10,optimizer_projected_kkt_gradient_log_l11,optimizer_projected_kkt_gradient_max_abs,optimizer_parameter_log_l00,optimizer_parameter_l10,optimizer_parameter_log_l11,optimizer_tied_solution_log_l00_at_lower_bound,optimizer_tied_solution_log_l11_at_lower_bound,optimizer_selected_log_l00_at_lower_bound,optimizer_selected_log_l11_at_lower_bound,optimizer_hard_bound_atol,optimizer_multistart_count,optimizer_valid_start_count,optimizer_selected_start,optimizer_selected_start_order,optimizer_minimum_recomputed_objective,optimizer_selected_objective_delta_from_minimum,optimizer_objective_tie_tolerance,optimizer_objective_gap_to_second_best,optimizer_objective_gap_to_next_distinct_basin,optimizer_valid_objective_range,optimizer_valid_sensitivity_range,optimizer_valid_specificity_range,optimizer_alternative_rounded_claim_changed_across_starts,optimizer_empirical_start_valid,optimizer_empirical_to_selected_objective_delta,optimizer_empirical_to_selected_sensitivity_delta,optimizer_empirical_to_selected_specificity_delta,optimizer_rounded_claim_changed_from_empirical,optimizer_material_objective_path_dependence,optimizer_material_central_path_dependence,optimizer_material_path_dependence,optimizer_path_dependence_class,continuity_correction_rule,study_positive_fraction_low,study_positive_fraction_median,study_positive_fraction_high,zero_cell_study_fraction,pooled_mean_sensitivity_low,pooled_mean_sensitivity_median,pooled_mean_sensitivity_high,pooled_mean_specificity_low,pooled_mean_specificity_median,pooled_mean_specificity_high,predictive_sensitivity_low,predictive_sensitivity_median,predictive_sensitivity_high,predictive_specificity_low,predictive_specificity_median,predictive_specificity_high,pooled_mean_der_at_20_percent_low,pooled_mean_der_at_20_percent_median,pooled_mean_der_at_20_percent_high,predictive_der_at_20_percent_low,predictive_der_at_20_percent_median,predictive_der_at_20_percent_high,pooled_mean_information_bits_at_20_percent_low,pooled_mean_information_bits_at_20_percent_median,pooled_mean_information_bits_at_20_percent_high,predictive_information_bits_at_20_percent_low,predictive_information_bits_at_20_percent_median,predictive_information_bits_at_20_percent_high,pooled_mean_positive_information_bits_at_20_percent_low,pooled_mean_positive_information_bits_at_20_percent_median,pooled_mean_positive_information_bits_at_20_percent_high,predictive_positive_information_bits_at_20_percent_low,predictive_positive_information_bits_at_20_percent_median,predictive_positive_information_bits_at_20_percent_high,pooled_mean_negative_information_bits_at_20_percent_low,pooled_mean_negative_information_bits_at_20_percent_median,pooled_mean_negative_information_bits_at_20_percent_high,predictive_negative_information_bits_at_20_percent_low,predictive_negative_information_bits_at_20_percent_median,predictive_negative_information_bits_at_20_percent_high,pooled_mean_negative_at_20_percent_low,pooled_mean_negative_at_20_percent_median,pooled_mean_negative_at_20_percent_high,predictive_negative_at_20_percent_low,predictive_negative_at_20_percent_median,predictive_negative_at_20_percent_high,analysis_version,analysis_row_rule,mean_logit_sensitivity,mean_logit_specificity
PMC Open Access,72ca584c48eb56c8387dcfb0a97819f4e78df11bee6c342fabb355bdae36e350,PMC:PMC11399157,The diagnostic performance of ultrafast MRI to differentiate benign from malignant breast lesions: a systematic review and meta-analysis,pmc open access:PMC11399157:Tab1:table-1-characteristics-of-included-studies:1:overall,1,Overall structured 2 x 2 data,external_main,16,16,16,eligible,True,,,,,,,,converged,PMC11399157.xml,Table 1 Characteristics of included studies,https://pmc.ncbi.nlm.nih.gov/articles/PMC11399157/,72ca584c48eb56c8387dcfb0a97819f4e78df11bee6c342fabb355bdae36e350,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.8309478775625653,0.769504070396909,3.6050436074660395,0.21968970528023055,0.1803843760044909,0.2498647403833689,0.0520630000365491,,,0.02827252200633195,0.02815026653609582,-0.01577917439070108,0.32966222670916645,0.31595276830175967,-0.25749042892384283,-0.7978392804636227,3.1126010274404656,15,5.329070491423455e-07,5.329070491423455e-07,3.5527136806704924e-07,-1.7763568501960078e-07,5.329070491423455e-07,-0.554843352069479,-0.4484628750455994,-1.082134628264862,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,3.1126010274404656,0.0,3.1126010274404655e-08,0.0,0.7458184304062527,0.7458184304062527,0.00237178072603883,0.0007777719054166132,True,True,4.440892098500626e-14,6.000901997538222e-10,3.392199854346245e-10,False,False,False,False,numerically_equivalent,universal,0.15422885572139303,0.6590327737809752,0.8,0.0,0.7795082715798871,0.8309478775625653,0.8723520353453746,0.70613157949133,0.769504070396909,0.8226428433752294,0.6034257297619019,0.8309478775625653,0.940752714112997,0.5139444733080333,0.769504070396909,0.9133493332681445,0.20320195948371453,0.2490807865473465,0.2967217518547459,0.12734260362226907,0.23711835616336788,0.3592013591926217,0.146697203487457,0.1798184177051716,0.21421176902813738,0.09193220323102122,0.17118240312784322,0.2593175529228805,0.07242989616992687,0.09503865266614611,0.11954208648548346,0.03293478599162355,0.09144435886463917,0.15957994342647291,0.06966908371547809,0.08466702420107883,0.0994036368580628,0.0389610092631578,0.08044264094071663,0.11864163798634463,0.04131448934103274,0.052196827514037335,0.06496138470631857,0.024454872820435968,0.05277555412399505,0.10120796150997996,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.592359986178304,1.2055130396375209
PMC Open Access,2240d3861a366aa7bcd613bbb04d90ef2cc7ecbe47f85c571ef7fd98b267aef1,PMC:PMC11405155,Diagnostic accuracy of cytology and urine methylation test in patients with non-muscle invasive bladder cancer: a systematic review and meta-analysis,pmc open access:PMC11405155:T3:table-3-parameters-of-diagnostic-experiments-included-in-the-studies:1:overall,1,Overall structured 2 x 2 data,external_main,6,6,6,eligible,True,,,,,,,,converged,PMC11405155.xml,Table 3 Parameters of diagnostic experiments included in the studies.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11405155/,2240d3861a366aa7bcd613bbb04d90ef2cc7ecbe47f85c571ef7fd98b267aef1,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.6727670180851627,0.8688171901511189,5.128469338781288,0.3766419283876273,0.16325384864607506,0.22613588500326542,0.08605728651107258,,,0.04228759315637815,0.015556510153277673,0.002464417186744988,0.16348682996631564,0.04088229279173502,0.013588217792610876,0.1662085996944603,-1.8450307930370844,12,0.0,0.0,0.0,0.0,0.0,-0.9055114212769722,0.03360633193805858,-1.6125361511535545,False,False,False,False,1e-06,7,7,zero_zero_zero,2,-1.8450307930370862,1.7763568394002505e-15,1.8450307930370863e-08,1.7763568394002505e-15,3.3830153228072177,3.3830153228072177,0.04720355164227985,0.0002797517647504799,True,True,6.217248937900877e-15,4.2374392883459677e-10,4.3336167987462204e-10,False,False,False,False,numerically_equivalent,universal,0.12464589235127478,0.2582858161083393,0.5546666666666666,0.0,0.5787589228551602,0.6727670180851627,0.7546878331439141,0.8383609444535695,0.8688171901511189,0.8942586324455921,0.4580093015465381,0.6727670180851627,0.8333853831215967,0.8061077992930471,0.8688171901511189,0.9134231382464923,0.15203513066960672,0.2252975631818135,0.303170476626202,0.0802052654869865,0.2244922410618506,0.3939966821693666,0.10975843224026037,0.16264864057061176,0.21886728461684765,0.05790243451295528,0.1620672559067763,0.28443727415047243,0.07573688541579417,0.10893321626593666,0.14335170266462646,0.041711101001028185,0.10805786843681514,0.17994097470964704,0.03322046259510863,0.053785500476049915,0.0773109417242338,0.015588194727306659,0.05348927003341605,0.10806059503257118,0.06601571353075475,0.08616403901440362,0.10894989340608592,0.0452092145297708,0.0863554779408699,0.1368169926561977,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,0.7207266854642999,1.8905408896369633
PMC Open Access,8365f8087bbf2d5d16f4261f9869a93fb57e87eb919a5a4393b4ea01c60aff37,PMC:PMC11477532,Diagnostic Utility of Copeptin in Pediatric Patients with Polyuria-Polydipsia Syndrome: A Systematic Review and Meta-Analysis,pmc open access:PMC11477532:ijms-25-10743-t002:table-2-results-of-individual-studies:1:overall,1,Overall structured 2 x 2 data,external_main,11,11,11,eligible,True,,,,,,,,converged,PMC11477532.xml,Table 2 Results of individual studies.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11477532/,8365f8087bbf2d5d16f4261f9869a93fb57e87eb919a5a4393b4ea01c60aff37,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.9419860286617556,0.9193430792611541,11.678923767890353,0.06310372335088257,0.4283840141750301,0.5933887560392951,0.015530916178246193,,,0.12533072893823594,0.0496365280794949,0.0014387772580990242,0.00167786345234149,0.1220050127134545,0.014307605076171138,0.999999538809039,7.221901281726218,14,8.881784250980039e-08,-8.881784250980039e-08,0.0,0.0,8.881784250980039e-08,-3.195117024745859,0.3492919984458023,-7.999999922511697,False,True,False,True,1e-06,7,7,lower_zero_lower,4,7.221901281726218,0.0,7.221901281726218e-08,2.1470469846462947e-10,,2.976329227522001e-08,5.968961225288894e-08,4.008097449492709e-07,True,True,2.850273439491957e-08,1.9060039546658913e-08,2.998383064056753e-08,False,False,False,False,tiny_boundary_refinement,universal,0.09523809523809523,0.22857142857142856,0.4097222222222222,0.9090909090909091,0.8902638032277197,0.9419860286617556,0.9701473571176789,0.8804595679417015,0.9193430792611541,0.9463494494032042,0.8898107462909608,0.9419860286617556,0.9702811321912759,0.8349948201629847,0.9193430792611541,0.9625096620878067,0.49183534976539584,0.5912052882570503,0.6761488029398871,0.4238217224552004,0.5903456529178321,0.720445549310341,0.3550697570543917,0.4268077074387462,0.48813081716676326,0.30596880866396325,0.4261871125360066,0.5201098828836936,0.20319640093888275,0.24988553047238382,0.29332154781792763,0.1619822849126026,0.2500071092387752,0.32227655939045924,0.14407672909005195,0.17712961718264278,0.20189282237250608,0.13639434826461574,0.1761456945828716,0.20450641068356606,0.008072868251142708,0.015509025062781664,0.028666283867399816,0.008079362923982748,0.01564116633663837,0.030324873272313337,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,2.7873065762167166,2.433454757808149
PMC Open Access,504972487f20d5311f18b90002405c9267818ecf4374ba4c114e74a213e30989,PMC:PMC11485374,Using the GoogLeNet deep-learning model to distinguish between benign and malignant breast masses based on conventional ultrasound: a systematic review and meta-analysis,pmc open access:PMC11485374:t1:table-1-characteristics-of-the-included-studies:1:overall,1,Overall structured 2 x 2 data,external_main,12,12,12,eligible,True,,,,,,,,converged,PMC11485374.xml,Table 1 Characteristics of the included studies,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485374/,504972487f20d5311f18b90002405c9267818ecf4374ba4c114e74a213e30989,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.845115723896018,0.8573853700073913,5.925869764832809,0.18064721130318193,0.26243805142481,0.3635238097580293,0.043210345712684756,,,0.031010106406429292,0.08118170058177114,-0.010763924092946507,0.2767186411031913,0.8920745403493471,-0.12715915042730844,-0.2559339132217912,8.467416984460076,10,1.776356830474485e-07,1.776356830474485e-07,0.0,0.0,1.776356830474485e-07,-0.6423770125469236,-0.24172880745641856,-0.09097577822923393,False,False,False,False,1e-06,7,7,one_zero_one,3,8.467416984460074,1.7763568394002505e-15,8.467416984460074e-08,1.7763568394002505e-15,,4.618527782440651e-14,8.09840305926457e-10,1.946305339117771e-10,False,True,-1.7763568394002505e-15,4.893506710956785e-10,8.270240048346977e-11,False,False,False,False,numerically_equivalent,universal,0.21747765640516387,0.45186121678884045,0.5266666666666666,0.0,0.7943995494871965,0.845115723896018,0.8851305470650574,0.7747449502752981,0.8573853700073913,0.9131075260094025,0.6478355329069794,0.845115723896018,0.9418079219475513,0.465097711050641,0.8573853700073913,0.9765079164918007,0.2648680571669565,0.36210085645822937,0.45537587962515497,0.07071174270012268,0.347694243851682,0.6244265218654755,0.1912156919070579,0.26141078145997176,0.32874864123544495,0.051048793693664905,0.25101024306714675,0.45079104932748465,0.10183054176951528,0.15338091404427,0.20498345935293855,0.016988888982081594,0.1470170125316857,0.30336732369888136,0.08518554378215701,0.1077918329912528,0.1293246415251371,0.029961133884220417,0.10083855354693658,0.16489483964683865,0.03261612227643144,0.043452735519919926,0.05680476589919646,0.01799406042588983,0.04562380599635493,0.09966587724238882,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.6967953370468398,1.7937413934762485
PMC Open Access,03b070e19b6de217f69f170a8028aaa867423b3d8090f03bf3c99fea9a03c54a,PMC:PMC11485385,Diagnostic value of a magnetic resonance imaging (MRI)-based vertebral bone quality score for bone mineral density assessment: an updated systematic review and meta-analysis,pmc open access:PMC11485385:t2:table-2-methodology-assessment-of-the-studies-included-in-the-present-meta-analy:1:overall,1,Overall structured 2 x 2 data,external_main,23,23,23,eligible,True,,,,,,,,converged,PMC11485385.xml,Table 2 Methodology assessment of the studies included in the present meta-analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC11485385/,03b070e19b6de217f69f170a8028aaa867423b3d8090f03bf3c99fea9a03c54a,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.7657628521842416,0.6436204702834114,2.148728499622904,0.36393675874326153,0.08019748540840474,0.11108791301565486,0.08339643282274994,,,0.012975384877197512,0.015349323002787432,-0.003983006654924585,0.2135188618730015,0.23631361693178532,-0.09016143767931557,-0.401382405671385,-0.14095307627009745,19,3.5527136806704924e-07,-3.55271366094897e-07,3.5527136806704924e-07,-3.55271366094897e-07,3.5527136806704924e-07,-0.7720150521031809,-0.19512041241900696,-0.8091342901591443,False,False,False,False,1e-06,7,7,one_zero_one,3,-0.14095307627010456,7.105427357601002e-15,1e-08,7.105427357601002e-15,17.695390567340542,17.695390567340542,0.009113308642859419,0.00242684306143659,True,True,7.105427357601002e-15,2.536283405518702e-10,1.1458545223774763e-10,False,False,False,False,numerically_equivalent,universal,0.16666666666666666,0.6792452830188679,0.8067632850241546,0.0,0.723377982340485,0.7657628521842416,0.8034182534957011,0.5862024469843145,0.6436204702834114,0.6971868650422817,0.562610620381156,0.7657628521842416,0.8925745579652578,0.40320635321708953,0.6436204702834114,0.8284026885236656,0.08080384093412737,0.11087051597986831,0.14522812463889517,0.01770628316646043,0.1067131295280666,0.250586225936963,0.05833456294515604,0.08004054038052519,0.10484426334462199,0.01278266327389895,0.07703920629966544,0.18090523669568587,0.026561010505004305,0.03812573049117198,0.05232385044080494,0.005111029550632329,0.03634422201524129,0.10088842665619996,0.03116319116127378,0.041932183365477854,0.05364912245039859,0.0069971473179110425,0.039749275324401666,0.08656851198202041,0.07125142127176146,0.08332965869626947,0.09675363518092515,0.042947454567017054,0.08533180607742524,0.14640189340203075,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.1845384749923686,0.5911129628358656
PMC Open Access,244a5ef1ab6b616f627b1f93ec0404071d1b8e85f7e2f7eda36beb92e839df02,PMC:PMC11521955,[ 18 F]FDG PET/CT versus [ 18 F]FDG PET/MRI in the diagnosis of lymph node metastasis in nasopharyngeal carcinoma: a systematic review and meta-analysis,pmc open access:PMC11521955:tab2:table-2-technical-aspects-of-included-studies:1:overall,1,Overall structured 2 x 2 data,external_main,9,9,9,eligible,True,,,,,,,,converged,PMC11521955.xml,Table 2 Technical aspects of included studies.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11521955/,244a5ef1ab6b616f627b1f93ec0404071d1b8e85f7e2f7eda36beb92e839df02,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.8997610596185219,0.9086591542913472,9.850588229590777,0.11031522646096407,0.3693431433659859,0.5116065519289869,0.02683862924935491,,,0.18658112683410355,0.22830969182421001,-0.11436483261784212,1.1330552277692894,1.6257556461341436,-0.9543683030225812,-0.7031740448764506,13.786142661345636,16,0.0,0.0,0.0,0.0,0.0,0.06245886278961682,-0.8965829327566534,-0.09807150274321585,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,13.786142661345629,7.105427357601002e-15,1.3786142661345628e-07,0.0,3.7654520834795626,3.7654520834795626,0.048158497425420776,0.019830028123845267,True,True,-5.329070518200751e-15,1.1137322175613917e-09,8.633079806585897e-10,False,False,False,False,numerically_equivalent,universal,0.035398230088495575,0.3853211009174312,0.95,0.3333333333333333,0.7937967838563004,0.8997610596185219,0.9544001968754076,0.795900512458697,0.9086591542913472,0.9620894263647595,0.48576772525772427,0.8997610596185219,0.9884115412101125,0.4082040557389876,0.9086591542913472,0.9930782351863557,0.3632728601145163,0.5018331613967859,0.6215183761079051,0.1206763165907642,0.4480111808205499,0.7210576706296391,0.26225688382675605,0.36228745815848384,0.44869157720106706,0.08711962333439459,0.3234318582580172,0.5205517904615745,0.13391341080116712,0.21881223135841865,0.2881636224821349,0.022441474046902936,0.19880986157705804,0.34648067278038,0.10278339880137616,0.14488563696326065,0.17727846520409346,0.02833456438819705,0.129292382888392,0.20065113389859215,0.013215557033974853,0.026994742403666408,0.05167595992214721,0.004713112801538711,0.028308666783684894,0.11634840382617219,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,2.194572499046352,2.297371989461242
PMC Open Access,7ff8def509989c9732498e69de68cb470c203d4a7b6402d9041ea111b11ac1cf,PMC:PMC11539622,Predicting radiation pneumonitis in lung cancer using machine learning and multimodal features: a systematic review and meta-analysis of diagnostic accuracy,pmc open access:PMC11539622:Tab1:table-1-clinical-characteristics-of-the-included-studies:1:overall,1,Overall structured 2 x 2 data,external_main,9,9,9,eligible,True,,,,,,,,converged,PMC11539622.xml,Table 1 Clinical characteristics of the included studies,https://pmc.ncbi.nlm.nih.gov/articles/PMC11539622/,7ff8def509989c9732498e69de68cb470c203d4a7b6402d9041ea111b11ac1cf,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.6531542597205718,0.8844091407859136,5.650570158933256,0.3921779234113413,0.16630807407139447,0.2303665354613224,0.08929008119660652,,,0.03914959491422592,0.04022563106997043,-1.6972266040868884e-09,1.1253517471925913e-07,1.1360990256904983e-07,-1.0997485455859927e-08,-0.09726154360460117,5.700425902111925,28,7.105427400784031e-07,0.0,0.0,0.0,0.0,-8.0,-3.278304210702089e-05,-8.0,True,True,True,True,1e-06,7,7,empirical,0,5.70042590211192,4.440892098500626e-15,5.7004259021119203e-08,8.881784197001252e-16,,3.979039320256561e-12,1.7037149468990265e-11,1.4274137427605638e-11,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,universal,0.16666666666666666,0.32,0.6071428571428571,0.2222222222222222,0.5609773939177828,0.6531542597205718,0.73511607637805,0.8377751063195013,0.8844091407859136,0.9189346744098,0.5609772566480794,0.6531542597205718,0.735116184909074,0.8377750308750032,0.8844091407859136,0.9189347157623421,0.1513039593630309,0.22946862505118287,0.3144438547726148,0.15142784551511773,0.22975938242384075,0.31435458779693903,0.1092305791318678,0.1656598473196229,0.2270058530250322,0.10932001602562676,0.16586975323574027,0.2269414086873463,0.07580886778170347,0.11417509567334594,0.15576355704255926,0.07577330389023348,0.11413711930676299,0.15530768913681972,0.03208717135877919,0.05135134706700339,0.0741587766873887,0.032378247303455614,0.0514518808183932,0.07390620366015631,0.06949253583181586,0.08937714035301647,0.11124065718449658,0.06967220830162864,0.08931487222631351,0.11071399024603872,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,0.6329332051266272,2.034862903939332
PMC Open Access,52795764c2fa84c293ed241e8522eda1dd06a639c405ed7892dff778377469fe,PMC:PMC11563508,Diagnostic accuracy of point-of-care lung ultrasound for community-acquired pneumonia in children in ambulatory settings: A systematic review and meta-analysis,pmc open access:PMC11563508:table3-1742271X241289726:table-3-diagnostic-accuracy-results-from-included-studies-with-data-presented-to:1:overall,1,Overall structured 2 x 2 data,external_main,6,6,6,eligible,True,,,,,,,,converged,PMC11563508.xml,"Table 3. Diagnostic accuracy results from included studies, with data presented to differentiate between clinicians experienced in POC LUS and inexperienced clinicians.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11563508/,52795764c2fa84c293ed241e8522eda1dd06a639c405ed7892dff778377469fe,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.9088769989234788,0.8074348322614624,4.719841130133877,0.112854929507195,0.26728294481283826,0.37023485677550844,0.027439559975123498,,,0.07269516314552878,0.2002999618926689,-0.0882703067976791,0.24544252520765641,1.025948284972572,-0.5018080411623701,-0.999999945155531,2.4974295643455817,31,3.5527137003920156e-07,0.0,4.4408921254900194e-08,0.0,4.4408921254900194e-08,-0.7023462361817194,-1.0128909973128388,-8.0,False,True,False,True,1e-06,7,7,empirical,0,2.4974295643455817,0.0,2.497429564345582e-08,4.440892098500626e-16,,7.158273973573159e-12,1.7142584018969842e-09,3.2112044134890994e-09,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,universal,0.18,0.4393041237113402,0.918918918918919,0.16666666666666666,0.8546507242580279,0.9088769989234788,0.9441937648808282,0.635583983056194,0.8074348322614624,0.9097517309243488,0.7675462388966344,0.9088769989234788,0.9678757223932449,0.32366930097360425,0.8074348322614624,0.9735016041351153,0.2363616342069113,0.3688905759820647,0.48826141631241643,0.08930187748431301,0.3675008644993981,0.5442986266635609,0.1706361042874591,0.26631247074063374,0.35248963408542805,0.06446953428211473,0.26530919897750915,0.39294447059703214,0.06603569455422142,0.1372778478117441,0.2148252393565256,0.011961965490949807,0.136655329471653,0.2750240751178928,0.10235887409080797,0.12753061165349006,0.14757494087453515,0.05204700303102457,0.12050113828454942,0.1459007918608335,0.019316883196496878,0.027805059862329347,0.039955483982066616,0.018490039259172655,0.028615878798638708,0.05612567214161664,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,2.299999516277873,1.4334277186134408
PMC Open Access,357901c18048a2acb5f7e6ddf2baa3e4b3990477097f75cf44ce1dfe7f9a9a9b,PMC:PMC11668106,Diagnostic accuracy of case-identification algorithms for heart failure in the general population using routinely collected health data: a systematic review,pmc open access:PMC11668106:Tab4:table-4-diagnostic-accuracy-results-hospitalized-patients:1:overall,1,Overall structured 2 x 2 data,external_main,5,5,5,eligible,True,,,,,,,,converged,PMC11668106.xml,Table 4 Diagnostic accuracy results — hospitalized patients,https://pmc.ncbi.nlm.nih.gov/articles/PMC11668106/,357901c18048a2acb5f7e6ddf2baa3e4b3990477097f75cf44ce1dfe7f9a9a9b,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.6743239734456481,0.983408684270754,40.64318854815099,0.3311705822446105,0.3255926228220401,0.4510042276064075,0.07646214249843347,,,0.4623835856505836,0.23003949904631846,-0.27751715996786275,2.2624243985721195,1.0672166421114069,-1.3851554140426878,-0.8914257426486842,4.844985613269149,39,1.776356830474485e-07,-8.881784201676231e-08,-1.776356830474485e-07,1.776356830474485e-07,1.776356830474485e-07,0.4082184905189513,-0.9208978647899461,-0.7589680222154839,False,False,False,False,1e-06,7,7,lower_zero_lower,4,4.844985613269147,1.7763568394002505e-15,4.844985613269147e-08,8.881784197001252e-16,,1.9539925233402755e-14,1.6884029729880012e-09,2.7994939699738097e-11,False,True,3.552713678800501e-15,9.134054623771704e-10,1.0655143434235015e-11,False,False,False,False,numerically_equivalent,universal,0.10666666666666667,0.14055080721747387,0.6108374384236454,0.0,0.3532133346739075,0.6743239734456481,0.8870102486826509,0.9585962675686347,0.983408684270754,0.9934530778374672,0.07533382822008734,0.6743239734456481,0.9813506515015088,0.8641038775969487,0.983408684270754,0.9981933785955571,0.20646915368984223,0.4487390370306569,0.6318268834724505,0.03772952534820283,0.434780781191449,0.7140447296550625,0.14905588277631382,0.3239573181051316,0.45613357828388573,0.027238004355632516,0.3138804610591819,0.515488951344241,0.13304996309740805,0.25096174765815626,0.31171806230220167,0.02638820059009474,0.22942246625168788,0.33858811217152107,0.01595344955486688,0.07237718314161466,0.15218398395332902,0.0006173011037651541,0.07138729212355427,0.20498000566216867,0.02851207160884261,0.07662099191094426,0.14068457550594465,0.005229403799983851,0.0772708583549755,0.18828863229398,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,0.7278075645333789,4.082145376170133
PMC Open Access,c0401e42321309398313d17f78fc8418706c862cbe12e1e6ff394ec767a8db87,PMC:PMC11674177,Diagnostic accuracy of metagenomic next-generation sequencing in pulmonary tuberculosis: a systematic review and meta-analysis,pmc open access:PMC11674177:Tab1:table-1-summary-of-study-characteristics:1:overall,1,Overall structured 2 x 2 data,external_main,8,8,8,eligible,True,,,,,,,,converged,PMC11674177.xml,Table 1 Summary of study characteristics,https://pmc.ncbi.nlm.nih.gov/articles/PMC11674177/,c0401e42321309398313d17f78fc8418706c862cbe12e1e6ff394ec767a8db87,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,canonical,,PMC,continuity-corrected bivariate REML,True,0.7641346348792675,0.9378591390009311,12.296814408328153,0.2514933803086802,0.3006507229800366,0.41645521916825406,0.05915412722350764,,,0.11901370143437592,0.5818431082663638,0.06476910354714056,0.7582655235182246,3.902785901019853,0.5220359785917048,0.3034606730621628,15.064470177335593,10,0.0,0.0,0.0,0.0,0.0,-0.13836082989988407,0.599500818584807,0.6325411958453363,False,False,False,False,1e-06,7,7,empirical,0,15.064470177335576,1.7763568394002505e-14,1.5064470177335576e-07,3.552713678800501e-15,4.492975406637356,4.492975406637356,0.051888287705080804,0.0006827359312665537,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,universal,0.11382113821138211,0.44859656472559695,0.7553191489361702,0.5,0.622301245718616,0.7641346348792675,0.8643193460141653,0.7719160633829658,0.9378591390009311,0.9853597165485689,0.34067629989784465,0.7641346348792675,0.9530796742456621,0.19210213105480922,0.9378591390009311,0.998957197883834,0.1555049496767008,0.4105897279919941,0.6217484873590223,0.002321492630236512,0.3768649182225523,0.8308305864408264,0.11226339206565575,0.2964162601095806,0.44885770097819827,0.001675950751841697,0.2720693724422888,0.5997999424433758,0.06776900712334244,0.2054833739564716,0.3188019554571038,0.0006159004279117703,0.18815121819048009,0.4112857261408639,0.040860050619831285,0.09053917846913515,0.13812786025825596,0.0009171986757303703,0.08178483071035383,0.19765825537918968,0.035007443620394096,0.06006477750740252,0.0983608831407253,0.012497629668568752,0.06466336599544711,0.3331034377192225,0.42.0,manifest source_sheet where recorded; otherwise all group-matched rows,1.1754828418453611,2.714196006425147
