source,review_id,group_id,sensitivity_historical_reml,specificity_historical_reml,information_bits_at_20_percent_historical_reml,sensitivity_v042_manifest_sheet,specificity_v042_manifest_sheet,information_bits_at_20_percent_v042_manifest_sheet,study_rows,absolute_sensitivity_difference,absolute_specificity_difference,absolute_information_bits_at_20_percent_difference,row_selection_changed,interpretation
OSF,OSF:r5x76,osf:r5x76:699a18c8cbe4d1bc53c50d58:sheet1:1:overall,0.8878395554507227,0.877586692797941,0.3189582434584204,0.8878395548924036,0.877586693072976,0.31895824328771355,12,5.583190576530228e-10,2.750349947788777e-10,1.7070683755449068e-10,False,same locked analysis rows; regenerated central estimate
OSF,OSF:vjz63,osf:vjz63:69f2aa35a4d19421ff4bd5f5:cvst-per-study-hu-csv:1:overall,0.8158759195746398,0.9120338781778078,0.3026265910439951,0.8158759179290515,0.9120338769179922,0.30262658810027065,8,1.6455883322663567e-09,1.2598155851861748e-09,2.9437244308816446e-09,False,same locked analysis rows; regenerated central estimate
Zenodo,ZENODO:4917138,zenodo:4917138:4405c8d1-ca5a-4084-8860-c96e440be46e:4917138-4405c8d1-ca5a-4084-8860-c96e440be46e-adt-metadta-csv:1:overall,0.5371488778978148,0.7528067874307102,0.0428940356476744,0.5371488834785535,0.7528068017893013,0.04289404203314434,6,5.5807386489803434e-09,1.4358591093888151e-08,6.385469944469868e-09,False,same locked analysis rows; regenerated central estimate
Zenodo,ZENODO:20182590,zenodo:20182590:972bd05f-793f-472f-852f-780d56db08cd:20182590-972bd05f-793f-472f-852f-780d56db08cd-ma1-data-real-csv:1:overall,0.9222360945132488,0.9673599899861888,0.4977295220974631,0.9222360859038391,0.9673599608721197,0.4977294431992852,22,8.609409740678586e-09,2.91140690444891e-08,7.889817787987141e-08,False,same locked analysis rows; regenerated central estimate
Zenodo,ZENODO:20445316,zenodo:20445316:26a9ca29-9ee1-42d0-bc33-499fc14bc3b8:leehyukdr-aidepth-ma-107a2c7-data-aidepth-ma-dataextraction-v2-0-8-consolidated-:1:overall,0.7916617463098917,0.8696501627637045,0.2362863819911723,0.811769680073552,0.8551343850010482,0.23602674108637017,22,0.02010793376366027,0.014515777762656334,0.00025964090480212754,True,v0.42.0 corrects the canonical source sheet; historical releases consumed both sheets
Zenodo,ZENODO:21810681,zenodo:21810681:14fff2b1-b3e3-44e9-ac1d-de68c64520d4:21810681-14fff2b1-b3e3-44e9-ac1d-de68c64520d4-data-studies-csv:1:overall,0.7559659044748664,0.9294334891945636,0.2821954337712739,0.7559659040342924,0.9294334891110255,0.2821954333378538,16,4.4057402170949445e-10,8.353806535410513e-11,4.334200776057173e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC7602716,pmc open access:PMC7602716:ijerph-17-07515-t001:table-1-characteristics-of-the-studies-that-were-systematically-reviewed:1:overall,0.8150674566681176,0.8751716509788375,0.2584398128910895,0.8150674544054017,0.8751716504429452,0.2584398106827134,13,2.262715903533774e-09,5.358923305109897e-10,2.2083761486157982e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12702517,pmc open access:PMC12702517:T3:table-3-diagnostic-summary-estimates-of-etco-2-for-the-studies-included-in-meta-:1:overall,0.9260722145479054,0.865590635316645,0.3406277907249465,0.9260722105714168,0.8655906362119745,0.3406277878255594,8,3.976488693879787e-09,8.953294772240383e-10,2.8993870637705754e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC13030614,pmc open access:PMC13030614:tomography-12-00032-t001:table-1-study-characteristics-of-included-studies:1:overall,0.9657390640287672,0.9116236581598668,0.4446116041859849,0.9657390417581708,0.9116236796001893,0.4446116084934186,5,2.227059636705775e-08,2.144032251738537e-08,4.307433687511519e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10050355,pmc open access:PMC10050355:T1:table-1-characteristics-of-included-studies:1:overall,0.6840118209324649,0.8951353667796116,0.1940564863286625,0.6840118204982792,0.895135366553789,0.19405648584380047,22,4.3418568740349883e-10,2.2582258285552825e-10,4.848620116515434e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12484157,pmc open access:PMC12484157:tab1:table-1-the-baseline-characteristics-of-identified-studies-and-involved-patients:1:overall,0.7424062660873761,0.6832580553515163,0.0867754689577401,0.7424062665191921,0.6832580554145385,0.08677546916616785,24,4.3181591635743644e-10,6.302225408205686e-11,2.0842774728357938e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11674177,pmc open access:PMC11674177:Tab1:table-1-summary-of-study-characteristics:1:overall,0.7641346798726191,0.9378591342603144,0.3006507486808699,0.7641346348792675,0.9378591390009311,0.3006507229800366,8,4.499335160002005e-08,4.740616676990328e-09,2.570083329489492e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10660142,pmc open access:PMC10660142:T2:table-2-quantitative-extracted-data-from-the-studies:1:overall,0.8894197881102955,0.6134019506546415,0.1291364916042197,0.8894197940380234,0.6134019508552477,0.12913649535290858,5,5.927727864118992e-09,2.0060619831951954e-10,3.748688887084128e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10021667,pmc open access:PMC10021667:pgph.0000358.t002:table-2-summary-diagnostic-accuracy-data-for-included-studies:1:overall,0.7655437225954511,0.9883557763549248,0.4097326545621435,0.7655437077372083,0.9883557766738197,0.40973264348767247,12,1.4858242858295512e-08,3.1889491047820684e-10,1.1074471006899955e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12653470,pmc open access:PMC12653470:jcm-14-08177-t002:table-2-treatment-protocols-response-definitions-and-individual-study-diagnostic:1:overall,0.8341145691771668,0.7617650761989949,0.1771977956053773,0.8341153959333462,0.7617651159563091,0.17719834724246822,6,8.267561794061962e-07,3.9757314218569206e-08,5.516370909230961e-07,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8708608,pmc open access:PMC8708608:jpm-11-01269-t002:table-2-summary-data-of-the-included-studies-with-detailed-data-on-the-accuracy-:1:overall,0.6387529785360316,0.9615185802327147,0.2538237745356059,0.6387529785360316,0.9615185802327149,0.2538237745356059,16,0.0,1.1102230246251565e-16,0.0,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10340581,pmc open access:PMC10340581:diagnostics-13-02145-t003:table-3-performance-of-the-ml-architecture:1:overall,0.9371087942494696,0.8935847608727027,0.3861361441283141,0.9371087942494696,0.8935847608727027,0.3861361441283141,9,0.0,0.0,0.0,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11539622,pmc open access:PMC11539622:Tab1:table-1-clinical-characteristics-of-the-included-studies:1:overall,0.6531542597283355,0.8844091407794127,0.166308074069701,0.6531542597205718,0.8844091407859136,0.16630807407139447,9,7.763678588901257e-12,6.500910920692604e-12,1.6934786906119825e-12,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12308927,pmc open access:PMC12308927:Tab3:table-3-data-on-histopathological-accuracy:1:overall,0.959199789593129,0.499211621438681,0.125996533497231,0.9591997816768145,0.4992114610991481,0.12599645847735164,10,7.916314492817378e-09,1.6033953287308833e-07,7.501987936420207e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11331836,pmc open access:PMC11331836:T2:table-2-main-effect-sizes-of-the-included-studies:1:overall,0.7363259479802974,0.8696986638181965,0.2005975311081465,0.7363259468123032,0.8696986636590954,0.20059753024618932,8,1.1679941458453413e-09,1.5910106565542037e-10,8.619571723045283e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11563508,pmc open access:PMC11563508:table3-1742271X241289726:table-3-diagnostic-accuracy-results-from-included-studies-with-data-presented-to:1:overall,0.908876993069712,0.8074348358492721,0.2672829428880286,0.9088769989234788,0.8074348322614624,0.26728294481283826,6,5.853766804619909e-09,3.587809715988044e-09,1.9248096450041885e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12153147,pmc open access:PMC12153147:Tab2:table-2-baseline-characteristics:1:overall,0.8530408165541894,0.8145454438514946,0.2293319771133245,0.853040817554004,0.8145454440470536,0.22933197800229274,12,9.998145644729561e-10,1.955590134272711e-10,8.889682323598436e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10187020,pmc open access:PMC10187020:mdc313710-tbl-0001:table-1-diagnostic-results-and-methodological-aspects-for-all-included-studies-i:1:overall,0.8600380252371757,0.91869202294732,0.3478619036303388,0.8600380245309639,0.9186920268284087,0.3478619086474283,22,7.062117557410375e-10,3.8810886726636795e-09,5.0170894660972465e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11930825,pmc open access:PMC11930825:tab1:table-1-summary-characteristics-of-studies-included-in-the-meta-analysis:1:overall,0.4148278335765782,0.9392368230871716,0.1015780375656272,0.4148278355848354,0.9392368253692441,0.101578040701158,5,2.0082571716706354e-09,2.282072530945811e-09,3.135530807218956e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10492155,pmc open access:PMC10492155:tbl0001:table-1-characteristics-of-the-studies-included-in-the-meta-analysis:1:overall,0.7470817432585644,0.8946424168713657,0.2326338831313598,0.7470817580946053,0.8946423914142323,0.2326338648936881,19,1.4836040951315965e-08,2.5457133401296517e-08,1.823767170616719e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11046764,pmc open access:PMC11046764:Tab2:table-2-diagnostic-test-performance-of-prognostic-nutritional-index-for-acute-ki:1:overall,0.6583148141655947,0.7410954546213441,0.0782973393542095,0.6583148142484375,0.7410954546083489,0.07829733938012579,17,8.284284369608486e-11,1.2995160503237457e-11,2.5916283008520224e-11,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8774961,pmc open access:PMC8774961:diagnostics-12-00049-t002:table-2-diagnostic-test-accuracy-of-eligible-studies:1:overall,0.7309511450069972,0.7925121437512281,0.1383324968096132,0.7309511450069972,0.7925121437512281,0.13833249680961324,30,0.0,0.0,2.7755575615628914e-17,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12866021,pmc open access:PMC12866021:Tab2:table-2-diagnostic-performance-of-deep-learning-models-in-individual-studies:1:overall,0.9277476350891392,0.9848816540432244,0.5518771389902135,0.9277476356313984,0.9848816540798507,0.5518771397261459,11,5.422592375126101e-10,3.662636860468638e-11,7.359324261102529e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10500291,pmc open access:PMC10500291:JCTH-2022-00107-t1:table-1-characteristics-of-included-studies-for-the-systematic-review-on-detecti:1:overall,0.9006645691224004,0.8743609834998746,0.3266653522892488,0.9006645691005429,0.8743609838448534,0.3266653526670947,10,2.185751579730777e-11,3.4497882328565765e-10,3.778458657066608e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC7821724,pmc open access:PMC7821724:Tab1:table-1-baseline-characteristics-of-studies-that-satisfied-the-inclusion-criteri:1:overall,0.7624630435702638,0.784780355842778,0.1501282530292846,0.7624630431545761,0.7847803558080919,0.15012825277908645,29,4.156877064787068e-10,3.468614284685145e-11,2.501981399838371e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10621111,pmc open access:PMC10621111:Tab2:table-2-integrated-data-for-individual-studies-by-site-of-pathology:1:overall,0.7828293157814749,0.9467055039352168,0.3291504522217499,0.7828293181725359,0.9467055018051842,0.32915045041342367,9,2.391061015849516e-09,2.1300325947493093e-09,1.808326210994693e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11405155,pmc open access:PMC11405155:T3:table-3-parameters-of-diagnostic-experiments-included-in-the-studies:1:overall,0.6727670219826505,0.8688171914996831,0.1632538519001263,0.6727670180851627,0.8688171901511189,0.16325384864607506,6,3.897487776960418e-09,1.3485641492394507e-09,3.254051250678458e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC9584539,pmc open access:PMC9584539:pone.0276529.t002:table-2-the-diagnostic-parameters-of-the-included-studies:1:overall,0.8238096229171935,0.8444503252802411,0.2345087273989264,0.8238096229171935,0.8444503252802411,0.23450872739892645,6,0.0,0.0,5.551115123125783e-17,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10562686,pmc open access:PMC10562686:T2:table-2-principal-data-characteristics-of-included-studies:1:overall,0.6167051446329761,0.9564109201384952,0.2311382954069847,0.6167051455897791,0.9564108914982116,0.23113824916724718,8,9.56802970186743e-10,2.8640283589176363e-08,4.623973751116672e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10670251,pmc open access:PMC10670251:diagnostics-13-03457-t004:table-4-individual-and-cumulative-statistics-for-the-included-studies:1:overall,0.9312179466914065,0.8904946155810761,0.37592190659929,0.9312179452907494,0.8904946096073414,0.3759218974259277,26,1.4006570348001901e-09,5.9737347291033416e-09,9.173362292003162e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12734481,pmc open access:PMC12734481:medicina-61-02163-t001:table-1-summary-of-the-characteristics-of-the-included-studies:1:overall,0.9171852142026437,0.960948356423556,0.4775849208675429,0.9171852157623782,0.9609483581036993,0.47758492622962867,11,1.5597345637274884e-09,1.6801432467516975e-09,5.362085775395542e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12299215,pmc open access:PMC12299215:medicina-61-01308-t001:table-1-characteristics-of-the-included-studies:1:overall,0.8577628276294581,0.9091738751283812,0.3325865554411876,0.8577625810319273,0.909174211425892,0.33258680283584197,8,2.4659753083966507e-07,3.3629751083896764e-07,2.473946543735117e-07,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11238349,pmc open access:PMC11238349:Tab2:table-2-summary-of-findings-of-the-included-studies-on-the-utility-of-dpcr-in-tr:1:overall,0.91711834889755,0.985906880537731,0.543270519652354,0.9171183420379544,0.9859068829097014,0.5432705198267709,9,6.859595558239562e-09,2.371970397874179e-09,1.744169253470318e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11912079,pmc open access:PMC11912079:t3:table-3-diagnostic-accuracy-for-ca72-4-in-the-eligible-studies:1:overall,0.4684657093960117,0.970730852951663,0.168995284534111,0.4684657080544736,0.9707308467033626,0.1689952731178162,8,1.3415381028281104e-09,6.248300321587408e-09,1.1416294798394233e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11788135,pmc open access:PMC11788135:T2:table-2-frequency-of-total-and-number-of-cases-in-which-iota-sr-was-applied-and-:1:overall,0.8943502999776716,0.9051238899673804,0.3593904541404194,0.8943503119924286,0.9051238923040593,0.35939046845436107,30,1.2014757078127047e-08,2.336678961434302e-09,1.431394164308486e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10949827,pmc open access:PMC10949827:t1-medscimonit-30-e943461:table-1-the-baseline-characteristic-of-included-studies:1:overall,0.8462864799268596,0.9075213471995138,0.3208244227133459,0.8462864808115311,0.9075213204408196,0.3208243879610484,7,8.846715582322418e-10,2.6758694260387017e-08,3.475229748417519e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8704996,pmc open access:PMC8704996:T1:table-1-characteristics-of-included-studies-in-the-meta-analysis:1:overall,0.7836254342117409,0.8303269501939823,0.1956188544852491,0.7836254501275872,0.830326949120679,0.1956188635796264,11,1.5915846307557047e-08,1.0733033350973642e-09,9.094377306784196e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC13080120,pmc open access:PMC13080120:table3-03000605261438344:table-3-diagnostic-accuracy-of-pocus-for-detecting-pneumothorax-after-cvc-insert:1:overall,0.7568872920538143,0.9903391850192316,0.4093022486737779,0.7568875665691608,0.9903391898399925,0.40930248700092303,7,2.745153464545069e-07,4.8207609015804564e-09,2.3832714513005726e-07,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC9410643,pmc open access:PMC9410643:T1:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,0.864555373209046,0.7189367955742566,0.1696731558696915,0.8645553149294845,0.7189367305322772,0.1696730783580845,15,5.827956151005509e-08,6.504197935797151e-08,7.751160699398518e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10787364,pmc open access:PMC10787364:ofad624-T3:table-3-summary-of-diagnostic-accuracy-data-for-the-included-studies:1:overall,0.8297341654665827,0.6746849359374798,0.124509934637882,0.8297341631575371,0.67468494173892,0.1245099362776588,19,2.3090456213736843e-09,5.801440217112486e-09,1.6397768004550173e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10323525,pmc open access:PMC10323525:T1:table-1-characteristics-of-included-studies:1:overall,0.8642140534056391,0.925266655292352,0.3612724932872709,0.8642140505281894,0.925266655528523,0.3612724911202726,20,2.8774496119154946e-09,2.361710826903618e-10,2.1669983030214723e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10136496,pmc open access:PMC10136496:cancers-15-02308-t001:table-1-basic-characteristics-of-the-studies-for-volatile-organic-compounds-in-t:1:overall,0.7864788124187112,0.8006253851604775,0.1746901487838149,0.7864788141213181,0.8006253848956966,0.17469014961192245,27,1.7026069443204506e-09,2.6478097492343977e-10,8.281075547511563e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8958078,pmc open access:PMC8958078:tab3:table-3-diagnostic-accuracy-of-sil-2r-in-eligible-studies:1:overall,0.793236665785179,0.882008558327368,0.2501639543316366,0.7932366593827989,0.8820085583516238,0.2501639498741468,9,6.402380181569356e-09,2.4255819575103033e-11,4.4574897661853186e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12099142,pmc open access:PMC12099142:table1-15330338251342860:table-1-characteristics-of-the-included-studies:1:overall,0.8187907298899525,0.8053663239533616,0.1984039562162716,0.818790730042375,0.8053663238922277,0.19840395626901308,20,1.5242251905078774e-10,6.113387573947193e-11,5.274147785172545e-11,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12957155,pmc open access:PMC12957155:tab1:table-1-the-baseline-characteristics-of-included-studies-and-involved-patients:1:overall,0.8364378446406123,0.933639665884254,0.3505468999142361,0.8364378430545286,0.9336397480628655,0.35054702952667816,12,1.5860837088155222e-09,8.217861158232864e-08,1.2961244205689226e-07,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC13213728,pmc open access:PMC13213728:tbl0020:table-4-summary-of-diagnostic-performance-metrics-of-the-included-studies:1:overall,0.6704978268811739,0.8815328416517206,0.1732077146727914,0.670497838475276,0.8815329008312643,0.1732077752319135,15,1.1594102122813865e-08,5.9179543709930726e-08,6.055912210589653e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12984992,pmc open access:PMC12984992:diagnostics-16-00648-t001:table-1-study-characteristics:1:overall,0.832284214401706,0.7950447400086385,0.1994825702196719,0.8322842154686312,0.7950447389405393,0.19948257012978782,11,1.0669252148431951e-09,1.0680991646694338e-09,8.988407240728691e-11,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC13444374,pmc open access:PMC13444374:T1:table-1-study-level-2-2-diagnostic-accuracy-data-tp-fp-fn-tn-for-each-classifica:1:overall,0.927209913757769,0.9564380275691716,0.4787359471081243,0.9272099135976605,0.9564380275215316,0.47873594683182824,7,1.6010848202796524e-10,4.7640003053572855e-11,2.762960416013982e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11668106,pmc open access:PMC11668106:Tab4:table-4-diagnostic-accuracy-results-hospitalized-patients:1:overall,0.6743239767041149,0.9834086847153564,0.3255926263480729,0.6743239734456481,0.983408684270754,0.3255926228220401,5,3.258466829691997e-09,4.4460235493204436e-10,3.526032799072709e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10568949,pmc open access:PMC10568949:T1:table-1-characteristics-of-the-included-studies:1:overall,0.9127966053438707,0.8377235450254104,0.2987068412546374,0.9127966382185161,0.837723482711579,0.2987068097111458,14,3.287464533929807e-08,6.231383131716228e-08,3.154349159650849e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8620381,pmc open access:PMC8620381:diagnostics-11-02028-t001:table-1-the-detail-characteristics-of-included-studies:1:overall,0.7502176017920009,0.7195592911688881,0.1069607170953016,0.7502175866299597,0.7195592982690181,0.10696071355238418,14,1.516204117812947e-08,7.100130039461305e-09,3.5429174177759037e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC10542215,pmc open access:PMC10542215:TAB3:table-3-diagnostic-accuracy-analysis-tp-true-positive-tn-true-negative-fp-false-:1:overall,0.7671249823380398,0.7464060028968568,0.1294312928932397,0.7671249930465561,0.7464060168577797,0.12943130626868596,13,1.0708516295920845e-08,1.3960922973232925e-08,1.3375446250574186e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12979143,pmc open access:PMC12979143:T2:table-2-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,0.9109691674404332,0.8651041237044436,0.3256475809108336,0.9109691676344747,0.8651041294712363,0.3256475875039765,10,1.9404144957491098e-10,5.766792710026891e-09,6.593142864996793e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8764176,pmc open access:PMC8764176:T1:table-1-characteristics-of-included-studies:1:overall,0.8657088022759378,0.8884519204578194,0.312844597114396,0.8657088020978181,0.8884519206054401,0.3128445971429267,6,1.7811974117876161e-10,1.4762069344698148e-10,2.8530677820270967e-11,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12247473,pmc open access:PMC12247473:Tab1:table-1-major-characteristics-of-included-studies:1:overall,0.7617308258383197,0.8928019391707142,0.2403191186291635,0.7617308349298291,0.8928019122200039,0.2403190949740341,10,9.091509323155833e-09,2.6950710219075802e-08,2.3655129410826703e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC9872518,pmc open access:PMC9872518:T3:table-3-characteristics-of-ct-diagnostic-tests:1:overall,0.8657142996740818,0.751731171815947,0.1913789946704467,0.8657143246543748,0.7517311890048926,0.19137902345420646,10,2.4980293056309222e-08,1.718894560021056e-08,2.8783759764561268e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11077389,pmc open access:PMC11077389:T1:table-1-detailed-characteristics-of-the-included-studies:1:overall,0.9050376894762328,0.8324229724499148,0.2866690046921407,0.9050376841092619,0.8324229979598159,0.28666902432873687,21,5.366970867726195e-09,2.5509901080411623e-08,1.9636596182426302e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC7006196,pmc open access:PMC7006196:Tab4:table-4-diagnostic-accuracy-results:1:overall,0.99715333336605,0.99052303425166,0.6682536416621084,0.9971533334078674,0.9905230339284636,0.6682536405156776,10,4.181732737862376e-11,3.2319635856481455e-10,1.1464308391495592e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8849447,pmc open access:PMC8849447:pntd.0010152.t001:table-1-characteristics-of-the-studies-on-antigen-detection-tests-included-in-th:1:overall,0.831523618717737,0.9323172667433032,0.3443757412422197,0.8315236172791636,0.932317263655903,0.3443757352098463,7,1.4385733715371885e-09,3.0874002243663767e-09,6.0323733785949685e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12966028,pmc open access:PMC12966028:T2:table-2-statistical-data-of-included-studies:1:overall,0.7758840118785374,0.989374254448821,0.4215816939156188,0.7758840118785374,0.989374254448821,0.4215816939156188,14,0.0,0.0,0.0,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12766350,pmc open access:PMC12766350:table-1:table-1-characteristics-of-the-included-studies:1:overall,0.7092525914727641,0.8386335303411787,0.1588236993763441,0.7092525912159077,0.8386335289666801,0.1588236981926453,9,2.5685642501827033e-10,1.374498626027787e-09,1.1836988056401765e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11094978,pmc open access:PMC11094978:Tab1:table-1-the-main-characteristics-of-the-included-studies:1:overall,0.5888073562122512,0.9364063215484584,0.1859128083358243,0.5888073593688236,0.9364063308221333,0.18591282182750118,8,3.1565723368487397e-09,9.273674939080934e-09,1.3491676886800974e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC7539761,pmc open access:PMC7539761:t3-jheor-7-2-17088:table-3-data-extracted-from-each-study-included-egfr-alk-ros-1-braf-ret-and-met-:1:overall,0.7576296480246372,0.994808364505392,0.4265816900838453,0.7576296564471348,0.9948083645311168,0.426581697068329,10,8.422497588256306e-09,2.5724755658984577e-11,6.984483713612377e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12568919,pmc open access:PMC12568919:Tab3:table-3-summary-of-performance-of-mri-derived-radiomics-model:1:overall,0.7259594029904078,0.8769113898833031,0.2010984135654347,0.7259594093182034,0.8769113891706632,0.2010984167289523,12,6.32779550979734e-09,7.126398360313146e-10,3.163517586779463e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11864958,pmc open access:PMC11864958:T1:table-1-characteristics-of-included-studies:1:overall,0.4004854999678689,0.807201634771813,0.0254154645030038,0.4004854999826199,0.8072016332171035,0.025415464061428195,10,1.4750978216682142e-11,1.55470947227343e-09,4.415756059417131e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC11521955,pmc open access:PMC11521955:tab2:table-2-technical-aspects-of-included-studies:1:overall,0.8997610696664348,0.908659160924518,0.3693431621674264,0.8997610596185219,0.9086591542913472,0.3693431433659859,9,1.0047912835098316e-08,6.633170790415477e-09,1.880144051558119e-08,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC8600897,pmc open access:PMC8600897:Tab1:table-1-compiled-eligible-studies-included-in-the-meta-analysis-of-rk39-in-ethio:1:overall,0.8737199490017304,0.8617224286606264,0.2894622757728801,0.8737199497232532,0.8617224288068038,0.2894622765204937,18,7.215227304513405e-10,1.4617740351496877e-10,7.476136376638465e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC9478189,pmc open access:PMC9478189:T2:table-2-outcomes-of-the-included-studies:1:overall,0.8141389362183561,0.8432615990136243,0.2267028782362009,0.8141389318246584,0.8432616069994687,0.22670288239416736,18,4.393697738969138e-09,7.985844430180578e-09,4.157966471129981e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC9742555,pmc open access:PMC9742555:T1:table-1-the-baseline-characteristics-of-included-studies:1:overall,0.8432629693902065,0.7820015624828299,0.1972228730862603,0.8432629691876045,0.7820015623418485,0.19722287284778278,30,2.0260204625088818e-10,1.4098144873742058e-10,2.3847751551286933e-10,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC9502997,pmc open access:PMC9502997:Tab2:table-2-diagnostic-accuracy-results-from-the-included-studies:1:overall,0.9546016611547996,0.3094053236797526,0.0542860251001737,0.9546016535469836,0.30940532361695733,0.05428602073021103,16,7.607816043808668e-09,6.279526898467225e-11,4.369962669503735e-09,False,same locked analysis rows; regenerated central estimate
PMC Open Access,PMC:PMC12665772,pmc open access:PMC12665772:T2:table-2-characteristics-and-biomarker-assessment-of-included-studies:1:overall,0.7498286203801242,0.7992328758177537,0.1527634888316166,0.749828615804703,0.7992328726802036,0.15276348421457825,15,4.575421264085833e-09,3.1375501086117197e-09,4.617038362741965e-09,False,same locked analysis rows; regenerated central estimate
