source,review_id,group_id,sensitivity_historical_reml,specificity_historical_reml,information_bits_at_20_percent_historical_reml,sensitivity_v042_manifest_sheet,specificity_v042_manifest_sheet,information_bits_at_20_percent_v042_manifest_sheet,study_rows,absolute_sensitivity_difference,absolute_specificity_difference,absolute_information_bits_at_20_percent_difference,row_selection_changed,interpretation
Cochrane DTA Reference Dataset,CD010023,legacy:CD010023:3,0.9531408700302398,0.8474227790759715,0.348671885164237,0.9531408513426389,0.8474227958177396,0.3486718825844281,6,1.8687600911171387e-08,1.6741768082972897e-08,2.5798089220430143e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010276,legacy:CD010276:1,0.8017847363816345,0.6935228330973965,0.1191775952802594,0.8017847458712539,0.6935228318863991,0.11917759954704502,15,9.489619423597162e-09,1.2109974134588697e-09,4.266785619266855e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010276,legacy:CD010276:2,0.8786749021371875,0.8837086435313827,0.3181752105678023,0.8786748983406047,0.883708643799011,0.3181752076196933,12,3.796582714876706e-09,2.676283639146959e-10,2.9481089791616455e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010276,legacy:CD010276:3,0.8591171111355372,0.5962600046298108,0.1041360856770367,0.8591171128845582,0.5962600075565156,0.10413608784691611,11,1.7490209280879299e-09,2.9267048784475946e-09,2.1698794150371015e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:1,0.7408989047390758,0.860681288801263,0.1951558941079728,0.7408989037833894,0.8606812884174277,0.19515589318681742,74,9.556864188908776e-10,3.838352968799086e-10,9.211553742005663e-10,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:3,0.8795398734070162,0.5541113101258738,0.0975634432434728,0.8795398646934802,0.5541113108208653,0.0975634388526665,15,8.713536003845945e-09,6.949915087872682e-10,4.39080630187938e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:4,0.6061157107749797,0.8164006885594912,0.0949662670293224,0.6061157107749797,0.8164006885594912,0.09496626702932248,46,0.0,0.0,8.326672684688674e-17,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:5,0.5711200078374463,0.6102970190644711,0.0153782858833931,0.5711200040881943,0.6102970182459179,0.015378285108887668,5,3.749252019957794e-09,8.185532252014127e-10,7.745054320107414e-10,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010772,legacy:CD010772:1,0.8885084939004929,0.6585530543912406,0.1511840841306478,0.8885084941307586,0.658553054299075,0.15118408423275884,13,2.3026569540007813e-10,9.216560847846722e-11,1.021110418442106e-10,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010772,legacy:CD010772:7,0.874199996240868,0.676222528653152,0.1514266358774653,0.8741999929040768,0.6762225296942236,0.15142663431992473,9,3.33679117670016e-09,1.0410715622910516e-09,1.5575405687417998e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009944,legacy:CD009944:1,0.8264608073946642,0.8744057061706858,0.2659937649224447,0.8264608048412256,0.8744057079955224,0.26599376497050997,50,2.55343857169521e-09,1.8248366151496498e-09,4.806527398315552e-11,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009944,legacy:CD009944:2,0.8078190160258718,0.8582985641244223,0.2362989170472207,0.807819016476151,0.8582985630603887,0.23629891633869926,46,4.502791473015577e-10,1.064033638975559e-09,7.08521435965892e-10,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009944,legacy:CD009944:3,0.8552610674499661,0.7144928089136243,0.1610520498485008,0.8552610644391723,0.7144928079460336,0.16105204738194265,20,3.0107938364665188e-09,9.675906742501184e-10,2.4665581521698954e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD009944,legacy:CD009944:4,0.8004672117746897,0.6645217502496837,0.1046493170846893,0.8004672093325995,0.6645217498247988,0.10464931570889086,44,2.442090196730362e-09,4.2488490503700405e-10,1.3757984473894425e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010653,legacy:CD010653:1,0.5667281023963536,0.8023122616731871,0.0723565371317079,0.5667281011489246,0.8023122647790072,0.07235653816296506,20,1.2474290489450368e-09,3.105820045590235e-09,1.0312571629977896e-09,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010653,legacy:CD010653:2,0.5770669590396521,0.7339068038630415,0.0479666878566807,0.5770669591199561,0.733906803982879,0.04796668792176917,16,8.030398568337205e-11,1.198374732780394e-10,6.508846933650503e-11,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010653,legacy:CD010653:3,0.617671523349659,0.9258056331929808,0.1893163991379401,0.6176715234495895,0.9258056327892803,0.18931639871637834,7,9.993050831269557e-11,4.037005174595265e-10,4.215617577241204e-10,False,same locked analysis rows; regenerated central estimate
Cochrane DTA Reference Dataset,CD010542,legacy:CD010542:2,0.902926384047826,0.8303355055574766,0.2828517782181095,0.902926385011344,0.8303355375552485,0.28285180923404485,8,9.635180431288859e-10,3.199777187656849e-08,3.1015935375577897e-08,False,same locked analysis rows; regenerated central estimate
