source,review_id,group_id,sensitivity,specificity,information_bits_at_20_percent,diagnostic_entropy_reduction_at_20_percent,zero_cell_study_fraction,pooled_sensitivity_median,pooled_specificity_median,information_bits_at_20_percent_median,relative_information_at_20_percent_median,canonical_reml_plugin_information_bits_at_20_percent,direct_binomial_plugin_information_bits_at_20_percent,absolute_like_for_like_plugin_information_bits_at_20_percent_difference,absolute_sensitivity_difference,absolute_specificity_difference,absolute_information_bits_at_20_percent_difference,absolute_relative_information_at_20_percent_percentage_points_difference
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:1,0.8178194600484039,0.7202567121253117,0.14202828931496955,0.19673467526863503,0.16666666666666666,0.8669748835493001,0.7383528638916812,0.1776741208081851,0.2461105504363374,0.14202828931496955,0.18342266691647677,0.041394377601507215,0.04915542350089619,0.018096151766369473,0.03564583149321554,4.937587516770236
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:2,0.9031416818665737,0.4304603451045625,0.06515124457221798,0.09024616860545245,0.23076923076923078,0.9390998698394823,0.4318049559835178,0.0846965572591789,0.1173199351278794,0.06515124457221798,0.08526015998413995,0.020108915411921974,0.03595818797290862,0.0013446108789553213,0.019545312686960928,2.707376652242695
Cochrane DTA Reference Dataset,CD009185,legacy:CD009185:3,0.8592606597816929,0.4815733168030116,0.06180421378484971,0.08560993016138624,0.0,0.8536357244542763,0.4816873405328435,0.0588355757382496,0.081497833586085,0.06180421378484971,0.0595051201913771,0.0022990935934726064,0.005624935327416591,0.00011402372983193576,0.0029686380466001083,0.4112096575301233
Cochrane DTA Reference Dataset,CD009323,legacy:CD009323:1,0.6148375638421202,0.9809989803667799,0.27846495597526183,0.38572394944500515,1.0,0.6239616614734129,0.998639384287254,0.3401935844219855,0.4712291803452583,0.27846495597526183,0.34305954063549615,0.06459458466023432,0.009124097631292738,0.017640403920474057,0.061728628446723666,8.550523090025314
Cochrane DTA Reference Dataset,CD009372,legacy:CD009372:1,0.9117214692003711,0.962927149514092,0.4761885199313576,0.6596065775853399,0.75,0.9469068266030838,0.9833391041618696,0.5653455737376996,0.7831051011055424,0.4761885199313576,0.5696303417858007,0.09344182185444316,0.03518535740271267,0.020411954647777675,0.08915705380634198,12.349852352020251
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:1,0.7408989037833894,0.8606812884174277,0.19515589318681742,0.2703259432191322,0.02702702702702703,0.7572510598716206,0.8568718485052937,0.2018673163952232,0.2796224690863697,0.19515589318681742,0.20178223628810094,0.006626343101283516,0.01635215608823115,0.003809439912134005,0.006711423208405787,0.9296525867237448
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:3,0.8795398646934802,0.5541113108208653,0.0975634388526665,0.1351428757844487,0.0,0.8874719367382826,0.5545288394668655,0.1021210302598404,0.1414559579867489,0.0975634388526665,0.10206542960108561,0.004501990748419116,0.007932072044802396,0.0004175286460001981,0.004557591407173905,0.6313082202300202
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:4,0.6061157107749797,0.8164006885594912,0.09496626702932248,0.13154532660782434,0.0,0.5902847659331669,0.848881592116792,0.1078771672392198,0.1494292409496144,0.09496626702932248,0.10791682197008745,0.012950554940764969,0.0158309448418128,0.03248090355730082,0.012910900209897325,1.7883914341790068
Cochrane DTA Reference Dataset,CD009579,legacy:CD009579:5,0.5711200040881943,0.6102970182459179,0.015378285108887668,0.02130168533098444,0.0,0.5656385471605995,0.6427596626517413,0.020505548975848,0.0284038661482587,0.015378285108887668,0.020513927364884,0.005135642255996331,0.00548145692759483,0.03246264440582347,0.005127263866960333,0.7102180817274262
Cochrane DTA Reference Dataset,CD009591,legacy:CD009591:1,0.6313697164633414,0.9233230734273642,0.19424517990308166,0.2690644418449852,0.0,0.5739173234525581,0.9433163654123058,0.1865231224169755,0.258368006090797,0.19424517990308166,0.1864763436867367,0.007768836216344943,0.05745239301078331,0.019993291984941597,0.00772205748610616,1.069643575418816
