source,source_id,review_id,review_title,doi,file_id,file_name,file_size,download_url,upstream_checksum,format,license,license_url,parse_status,download_status,sha256,normalized_rows,test_groups
Figshare,1082820,FIGSHARE:1082820,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182.t004,1564463,Table_4.xls,9728,https://ndownloader.figshare.com/files/1564463,md5:715106e0cab0bfbf604bbb71a5bc89de,xls,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082821,FIGSHARE:1082821,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182.t001,1564464,Table_1.xls,13824,https://ndownloader.figshare.com/files/1564464,md5:528f165bec36b71f9c3b38465b4450f3,xls,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082822,FIGSHARE:1082822,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182.t002,1564465,Table_2.xls,9728,https://ndownloader.figshare.com/files/1564465,md5:22d0e4860cc83f77dac435202b8d3176,xls,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082823,FIGSHARE:1082823,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182.t003,1564466,Table_3.xls,5632,https://ndownloader.figshare.com/files/1564466,md5:4768ad4da8c1463aa47f9188f6070ed4,xls,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564467,Figure_S2.tif,642008,https://ndownloader.figshare.com/files/1564467,md5:e8b37000996e3a8ded2f29a39181ebdd,tif,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564468,Figure_S3.tif,8065752,https://ndownloader.figshare.com/files/1564468,md5:29512df1be63bd23eef692c0743fa00b,tif,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564469,Figure_S4.tif,161306,https://ndownloader.figshare.com/files/1564469,md5:390a8a6d1846f9b1c762c47b06d24bec,tif,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564470,Figure_S5.tif,150254,https://ndownloader.figshare.com/files/1564470,md5:43aaaded088d4e37cb596c16e848a66e,tif,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564471,Figure_S6.tif,146460,https://ndownloader.figshare.com/files/1564471,md5:46c1a5ec2d96d8de6728c0e605fd637a,tif,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564472,Figure_S7.tif,641546,https://ndownloader.figshare.com/files/1564472,md5:737710ab1c606f92a69b202265aebb9d,tif,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564473,Figure_S8.tif,641292,https://ndownloader.figshare.com/files/1564473,md5:c035eca6861a002cf8549a27538024a7,tif,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564474,Checklist_S1.doc,73728,https://ndownloader.figshare.com/files/1564474,md5:0efe82d8d3307d548959988971ba2691,doc,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564475,Text_S1.doc,96768,https://ndownloader.figshare.com/files/1564475,md5:4835d4b6457cfeb89e7945a92b0bc1ba,doc,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564476,Text_S2.doc,26624,https://ndownloader.figshare.com/files/1564476,md5:1196829904fc77f4b8c738db9028f9ba,doc,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
Figshare,1082824,FIGSHARE:1082824,The Effectiveness of Noninvasive Biomarkers to Predict Hepatitis B-Related Significant Fibrosis and Cirrhosis: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,10.1371/journal.pone.0100182,1564477,Text_S3.doc,53760,https://ndownloader.figshare.com/files/1564477,md5:1ddb07ce47fd8220d83ef52ab3fc96d6,doc,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,unsupported_format,,,,
