source,source_id,doi,title,description,subjects,publisher,publication_year,resource_type,resource_type_general,license,license_url,source_url,version_url,matched_queries,access_status,file_probe_selected,primary_candidate,public_file_count
Dryad,10.5061/dryad.4mw6m90m8,10.5061/dryad.4mw6m90m8,Diagnostic accuracy of nutritional screening tools in patients with digestive system tumors: A meta-analysis and bayesian evaluation dataset,"This dataset contains diagnostic performance data and statistical analysis commands used to evaluate the accuracy of various nutritional screening tools in patients with digestive system tumors. The dataset includes results from a meta-analysis and Bayesian latent class analysis, examining true positive, false positive, true negative, and false negative rates from multiple studies. Key tools assessed include the Patient-Generated Subjective Global Assessment (PG-SGA) and the Nutritional Risk Screening 2002 (NRS-2002). The data also incorporate risk of bias assessments following the QUADAS-2 framework. This dataset supports the study titled “Evaluating the accuracy of a nutritional screening tool for patients with digestive system tumors: A hierarchical Bayesian latent class meta-analysis” submitted to PLOS ONE. Accompanying Stata commands for HSROC curve plotting, publication bias testing, and Bayesian post-test probability calculations are provided to facilitate reproducibility of the analyses.",Nutritional screening | diagnostic accuracy | Cancer patients | bayesian analysis,Dryad,2024,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.4mw6m90m8,https://datadryad.org/api/v2/versions/330003,"""diagnostic accuracy"" AND ""meta-analysis"" | ""true positive"" AND ""false positive"" AND ""meta-analysis""",files_enumerated,True,True,6
Dryad,10.5061/dryad.900f8,10.5061/dryad.900f8,Data from: Evidence assessing the diagnostic performance of medical smartphone apps: a systematic review and exploratory meta-analysis,"Objective: The number of mobile applications addressing health topics is increasing. Whether these apps underwent scientific evaluation is unclear. We comprehensively assessed papers investigating the diagnostic value of available diagnostic health applications using in-built smartphone-sensors. Methods: Systematic Review - Medline, Scopus, Web of Science inclusive Medical Informatics and Business Source Premier (by citation of reference) were searched from inception until December 15th, 2016. Checking of reference lists of review articles and of included articles complemented electronic searches. We included all studies investigating a health application that used in-built sensors of a smartphone for diagnosis of disease. The methodological quality of 11 studies used in an exploratory meta-analysis was assessed with the QUADAS-2 tool and the reporting quality with the STARD statement. Sensitivity and specificity of studies reporting two-by-two tables were calculated and summarized. Results We screened 3’296 references for eligibility. Eleven studies, most of them assessing melanoma screening apps, reported 17 two-by-two tables. Quality assessment revealed high risk of bias in all studies. Included papers studied 1’048 subjects (758 with the target conditions and 290 healthy volunteers). Overall, the summary estimate for sensitivity was 0.82 (95 % confidence interval (CI); 0.56 to 0.94) and 0.89 (95 %CI; 0.70 to 0.97) for specificity. Conclusions The diagnostic evidence of available health apps on Apple’s and Google’s app stores is scarce. Consumers and healthcare professionals should be aware of this when using or recommending them.",diagnostic research | mobile health apps | systematic review | evidence-based medicine,Dryad,2017,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.900f8,https://datadryad.org/api/v2/versions/10777,"""sensitivity and specificity"" AND ""meta-analysis""",files_enumerated,True,True,1
Dryad,10.5061/dryad.b7fs1j3,10.5061/dryad.b7fs1j3,Data from: Diagnostic accuracy of point shear wave elastography and transient elastography for staging hepatic fibrosis in patients with non-alcoholic fatty liver disease: a meta-analysis,"Objective: This study aimed to assess the accuracy of staging liver fibrosis in Non-Alcoholic Fatty Liver Disease Patients (NAFLD) via Point shear wave Elastography (pSWE) and Transient Elastography (TE). Setting: Relevant records concerning NAFLD were retrieved from Pubmed, Embase, Web of Science, and the China National Knowledge Infrastructure databases up to 20th of December, 2017. A bivariate mixed-effects model was conducted to combine sensitivity (SE), specificity (SP), positive likelihood ratio (LR+), negative likelihood ratio (LR-) and Area Under Summary Receiver Operating Characteristic Curve (AUC) between TE and pSWE. A sensitivity analysis was implemented to explore the source of heterogeneity. Participants: Patients with NAFLD who had a liver stiffness measurement using pSWE and TE before liver biopsy were enrolled according to the following criteria : 2×2 contingency tables can be calculated via the reported numbers of cases, sensitivity and specificity and were excluded according to the following criteria: with histories of other hepatic damage, such as chronic hepatitis C, concurrent active hepatitis B infection, autoimmune hepatitis, suspicious drug usage, and alcohol abuse. Results: Nine pSWE studies comprising a total 982 of patients and eleven TE studies comprising a total of 1753 patients were included. For detection of significant fibrosis, advanced fibrosis and cirrhosis, the summary AUC were 0.86 (95% CI: 0.83–0.89), 0.94 (95% CI: 0.91–0.95) and 0.95 (95% CI: 0.93–0.97) for pSWE and the summary AUC was 0.85 (95% CI: 0.82–0.88), 0.92 (95% CI: 0.89–0.94) and 0.94 (95% CI: 0.93–0.97) for TE, respectively. The proportion of failure measurement was over tenfold as common with TE using an M probe compared to pSWE Conclusion: pSWE and TE, providing precise non-invasive staging of liver fibrosis in NAFLD, are promising techniques, particularly for advanced fibrosis and cirrhosis.",Hepatology | Hepatobiliary disease | Ultrasound,Dryad,2018,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.b7fs1j3,https://datadryad.org/api/v2/versions/16982,"""diagnostic accuracy"" AND ""meta-analysis"" | ""sensitivity and specificity"" AND ""meta-analysis""",files_enumerated,True,True,1
Dryad,10.5061/dryad.bd8j403,10.5061/dryad.bd8j403,Data from: Automated peak detection method for behavioral event identification: detecting Balaenoptera musculus and Grampus griseus feeding attempts,"The desire of animal behaviorists for more flexible methods of conducting inter-study and inter-specific comparisons and meta-analysis of various animal behaviors compelled us to design an automated, animal behavior peak detection method that is potentially generalizable to a wide variety of data types, animals, and behaviors. We detected the times of feeding attempts by 12 Risso’s dolphins (Grampus griseus) and 36 blue whales (Balaenoptera musculus) using the norm-jerk (rate of change of acceleration) time series. The automated peak detection algorithm identified median true-positive rates of 0.881 for blue whale lunges and 0.410 for Risso’s dolphin prey capture attempts, with median false-positive rates of 0.096 and 0.007 and median miss rates of 0.113 and 0.314, respectively. Our study demonstrates that our peak detection method is efficient at automatically detecting animal behaviors from multisensor tag data with high accuracy for behaviors that are appropriately characterized by the data time series.",blue whale | Grampus griseus | Risso’s dolphin | norm-jerk | 2010 - 2014 | Balaenoptera musculus | lunge | prey capture | detector,Dryad,2019,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.bd8j403,https://datadryad.org/api/v2/versions/970,"""true positive"" AND ""false positive"" AND ""meta-analysis""",files_enumerated,True,True,6
Dryad,10.5061/dryad.g79cnp5qb,10.5061/dryad.g79cnp5qb,Diagnostic accuracy of teledentistry for dental caries among children and adolescents (6-18 years): a systematic review,"Teledentistry can be used to enhance access to dental care by reducing treatment and travel costs. It can also improve the quality of dental care by sharing patient information remotely with dental specialists and getting their advice in diagnosis and treatment planning. This systematic review is aimed to assess the diagnostic accuracy of teledentistry compared to the standard visual inspection for dental caries among children and adolescents. We developed search strategies for different databases (PubMed, CINAHL, Dentistry and oral sciences source) using MeSH terms and keywords. Two reviewers independently screened and extracted the studies against the eligibility criteria. The quality assessment for diagnostic accuracy studies-2 tool was used to assess the risk of bias of the included studies. In case of any disagreement, the third reviewer was consulted. We included seven studies that met the inclusion criteria. six studies reported on validity and one study reported on the feasibility of teledentistry in diagnosing dental caries. The pooled sensitivity of teledentistry, when compared to visual examination was 82% (95% CI: 81-84%), and specificity was 90% (95% CI: 89-92). In one study from Australia, it was reported that the total estimated cost for teledentistry and visual examination was 50 million dollars and 135 million dollars, respectively. According to the study findings, teledentistry was 2.7 times less expensive than the visual examination method. Based on the limited findings, it is concluded that teledentistry has the potential for diagnosing dental caries in children and adolecents, but further studies in varying contexts are needed to ascertain its benefits especially in low- and middle- income countries.",,Dryad,2021,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.g79cnp5qb,https://datadryad.org/api/v2/versions/136986,"""diagnostic accuracy"" AND ""systematic review""",files_enumerated,True,True,1
Dryad,10.5061/dryad.jm63xsj8t,10.5061/dryad.jm63xsj8t,Diagnostic Accuracy of Adrenal Imaging for Subtype Diagnosis in Primary Aldosteronism: Systematic Review and Meta-Analysis,"Objectives: Accurate subtype classification in primary aldosteronism (PA) is critical in assessing the optimal treatment options. This study aimed to evaluate the diagnostic accuracy of adrenal imaging for unilateral PA classification. Methods: Systematic searches of PubMed, EMBASE, and the Cochrane databases were performed from January 1, 2000, to February 1, 2020, for all studies that used computed tomography (CT) or magnetic resonance imaging (MRI) in determining unilateral PA and validated the results against invasive adrenal vein sampling (AVS). Summary diagnostic accuracies were assessed using a bivariate random-effects model. Subgroup analyses, meta-regression and sensitivity analysis were performed to explore the possible sources of heterogeneity. Result: A total of 25 studies, involving a total of 4669 subjects, were identified. The overall analysis revealed a pooled sensitivity of 68% (95% confidence interval [CI]: 61 to 74) and specificity of 57% (95% CI: 50 to 65) for CT/MRI in identifying unilateral PA. Sensitivity was higher in the contrast-enhanced (CT) group versus the traditional CT group [77% (95% CI: 66 to 85) vs. 58% (95% CI: 50 to 66)]. Subgroup analysis stratified by screening test for PA showed that the sensitivity of the aldosterone-to-renin ratio (ARR) group was higher than that of the non-ARR group [78% (95% CI: 69 to 84) vs. 66% (95% CI: 58 to 72)]. The diagnostic accuracy of PA patients aged ≤40 years was reported in 4 studies, and the overall sensitivity was 71%, with 79% specificity. Meta-regression revealed a significant impact of sample size on sensitivity and of age and study quality on specificity. Conclusion: CT/MRI is not a reliable alternative to invasive AVS without excellent sensitivity or specificity for correctly identifying unilateral PA. Even in young patients (≤40 years), 21% of patients would have undergone unnecessary adrenalectomy based on imaging results alone.",,Dryad,2020,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.jm63xsj8t,https://datadryad.org/api/v2/versions/94943,"""diagnostic accuracy"" AND ""meta-analysis"" | ""diagnostic accuracy"" AND ""systematic review"" | ""sensitivity and specificity"" AND ""meta-analysis""",files_enumerated,True,True,12
Dryad,10.5061/dryad.m0cfxpp3r,10.5061/dryad.m0cfxpp3r,False and true positives in arthropod thermal adaptation candidate gene lists,"Genome-wide studies are prone to false positives due to inherently low priors and statistical power. One approach to ameliorate this problem is to seek validation of reported candidate genes across independent studies: genes with repeatedly discovered effects are less likely to be false positives. Inversely, genes reported only as many times as expected by chance alone, while possibly representing novel discoveries, are also more likely to be false positives. We show that, across over 30 genome-wide studies that reported Drosophila and Daphnia genes with possible roles in thermal adaptation, the combined lists of candidate genes and orthologous groups are rapidly approaching the total number of genes and orthologous groups in the genome, respectively, consistent with the expectation of high frequency of false positives. The majority of these spurious candidates have been identified by one or a few studies, as expected by chance alone. In contrast, a noticeable minority of genes have been identified by numerous studies with the probabilities of such discoveries occurring by chance alone being exceedingly small. For this subset of genes, different studies are in agreement with each other despite differences in the ecological settings, genomic tools and methodology, and reporting thresholds. We provide a reference set of presumed true positives among Drosophila candidate genes and orthologous groups involved in response to changes in temperature, suitable for cross-validation purposes. Despite this approach being prone to false negatives, this list of presumed true positives includes several hundred genes, consistent with the ""omnigenic"" concept of genetic architecture of complex traits.",Daphnia | false posives | comparative meta-analysis,Dryad,2022,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.m0cfxpp3r,https://datadryad.org/api/v2/versions/308439,"""true positive"" AND ""false positive"" AND ""meta-analysis""",files_enumerated,True,True,3
Dryad,10.5061/dryad.mpg4f4qvp,10.5061/dryad.mpg4f4qvp,Reversible Diffusion Weighted Imaging Lesion in Acute Ischemic Stroke – A Systematic Review,Supplemental data: NNagaraja_12292019_DWI_Reversal_In_AIS_Review_Supplemental_File Supplemental Figure e-1: DWI reversal in acute ischemic stroke Supplemental Table e-1: Search Strategy Supplemental Table e-2: Variables extracted for the review Supplemental Table e-3: Imaging protocols for included studies Supplemental Table e-4: DWIR definitions used in the selected studies Supplemental Table e-5: Imaging characteristics of patients Supplemental Table e-6: QUADAS-2 tool for quality assessment of diagnostic accuracy studies by evaluating risk of bias and applicability concerns.,,Dryad,2020,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.mpg4f4qvp,https://datadryad.org/api/v2/versions/55874,"""diagnostic accuracy"" AND ""systematic review""",files_enumerated,True,True,2
Dryad,10.5061/dryad.mpg4f4r06,10.5061/dryad.mpg4f4r06,Erectile Dysfunction and Penile Rehabilitation after Pelvic Fracture – a Systematic Review and Meta-Analysis,"Objective To investigate the rate of erectile dysfunction (ED) after pelvic ring fracture (PRF). Design Systematic review, and meta-analysis. Methods A systematic literature search of the Cochrane, EMBASE, MEDLINE, Scopus and Web of Science Library databases was conducted in January 2020. Included were original studies performed on humans assessing ED after PRF according the 5-item International Index of Erectile Function (IIEF-5) questionnaire and fracture classification following Young &amp; Burgess, Tile or AO/OTA (Arbeitsgemeinschaft für Osteosynthesefragen / Orthopedic Trauma Association). Further, interventional cohort studies assessing the effect of penile rehabilitation therapy with phosphodiesterase-5-inhibitors (PDE-5-I) on IIEF-5 scores compared before and after treatment were included. Results were presented as forest plots of proportions of patients with ED after PRF or mean changes on IIEF-5 questionnaires before and after penile rehabilitation. Studies not included in the quantitative analysis were narratively summarized. Risk of bias assessment was conducted using the revised tool for the Quality Assessment on Diagnostic Accuracy studies (QUADAS-2). Results The systematic literature search retrieved 617 articles. Seven articles were included in the qualitative analysis and the meta-analysis. Pooled proportions revealed 37% of patients with ED after suffering any form of PRF (result on probability scale pr = 0.37, 95% CI: 0.26 to 0.50). Patients after 3 months of penile rehabilitation therapy reported a higher IIEF-5 score than before (change score [CS] = 6.5 points, 95% CI: 2.54 to 10.46, p-value = 0.0013). Conclusion Despite some heterogeneity and limited high quality research, this study concludes that patients suffering from any type of PRF have an increased risk of developing ED. Oral intake of PDE-5-I for the purpose of penile rehabilitation therapy increases IIEF-5 scores and may relevantly influence Quality of Life (QoL) in these patients.",,Dryad,2021,Dataset,Dataset,CC0-1.0,https://spdx.org/licenses/CC0-1.0.html,http://datadryad.org/dataset/doi:10.5061/dryad.mpg4f4r06,https://datadryad.org/api/v2/versions/119740,"""diagnostic accuracy"" AND ""meta-analysis"" | ""diagnostic accuracy"" AND ""systematic review""",files_enumerated,True,True,2
