replicate,median_fraction_5,median_fraction_20,median_fraction_50,sampled_profile_count
171,0.235759514163908,0.299671352037633,0.3182846657171155,288
172,0.2243189748024541,0.2839605824146379,0.3058201828173736,275
173,0.2165938509313447,0.2749946641707799,0.3018085886996588,254
174,0.2311241001150748,0.2922321550118127,0.3096279725491575,285
175,0.2743799301469627,0.3429291873260812,0.3649030197205446,271
176,0.2739263143778055,0.33132791964572933,0.3628238054207248,264
177,0.2194075347627534,0.2748250936264902,0.3029799609453225,250
178,0.222305998285177,0.27642284912469794,0.298728775232046,274
179,0.2466908804312628,0.3091446466503045,0.3326397646085046,297
180,0.2405158114862979,0.293128733608058,0.31620869629972925,296
181,0.2627361016291179,0.3222396614582293,0.3488758936849697,259
182,0.2331667147670941,0.2913044791597471,0.3124603008240177,273
183,0.23446311446550105,0.2966146035244188,0.3138775859585222,270
184,0.2227199369335751,0.2845328056159096,0.3136224450347014,271
185,0.2295689729788875,0.2913044791597471,0.306464594352574,277
186,0.2466908804312628,0.3176659554135705,0.3339897366429449,269
187,0.2519862271506376,0.3140241860645946,0.3325831437287708,307
188,0.2466908804312628,0.3087139043396174,0.318822931629464,259
189,0.2227199369335751,0.2799009469470248,0.3056522978479856,253
190,0.2232117261354667,0.2789206831769446,0.3029799609453225,269
191,0.251401290228081,0.3207463669480786,0.3397972511480355,247
192,0.2283572229168268,0.2913044791597471,0.3124603008240177,247
193,0.2337885578131195,0.2845328056159096,0.3055726333563632,291
194,0.22250426330019524,0.2798738357434901,0.30561246560217437,288
195,0.2253723096026641,0.2897856256043002,0.3136224450347014,247
196,0.222305998285177,0.2778635873389679,0.2951025413880453,263
197,0.22406144205798395,0.2782104961837062,0.3018085886996588,264
198,0.2155281808655819,0.2709672403179537,0.2932019589525325,257
199,0.2450599769385572,0.3084956403659772,0.33327591330953865,282
200,0.2225885318469096,0.2775880839067587,0.2992567099641808,282
201,0.2283572229168268,0.2845328056159096,0.3069087782979427,251
202,0.2253723096026641,0.2897856256043002,0.3027169625212638,287
203,0.24969194139511475,0.31333029412703517,0.3339792097666257,266
204,0.2670031859747757,0.3222396614582293,0.3339897366429449,283
205,0.22238156252271055,0.2773125804745495,0.30226277561046133,254
206,0.2247201724713354,0.2853982859120177,0.3055726333563632,285
207,0.24063311932313153,0.30204876367444583,0.318822931629464,282
208,0.2227199369335751,0.2795367314164046,0.3027169625212638,279
209,0.220040032771426,0.2795367314164046,0.306464594352574,245
210,0.2627361016291179,0.3207463669480786,0.3397972511480355,265
211,0.2405158114862979,0.30204876367444583,0.3159535553759084,280
212,0.2225885318469096,0.2798738357434901,0.30284846173329316,302
213,0.2311241001150748,0.2922321550118127,0.3096279725491575,287
214,0.2560598180165894,0.3222396614582293,0.3397972511480355,271
215,0.2252214001327309,0.2853982859120177,0.3056522978479856,287
216,0.2600867460880185,0.3201679652089314,0.3325831437287708,263
217,0.2238039093135138,0.2822168762814672,0.31290416668296656,236
218,0.2227199369335751,0.2792287072966746,0.3007749257082882,252
219,0.2475169164389699,0.3140241860645946,0.3323747462074982,263
220,0.222305998285177,0.2798738357434901,0.3060186138544686,260
221,0.220040032771426,0.2773125804745495,0.30226277561046133,266
222,0.23813766282510296,0.293128733608058,0.3323747462074982,260
223,0.2283572229168268,0.2795367314164046,0.3069087782979427,249
224,0.2253723096026641,0.2913044791597471,0.3056522978479856,297
225,0.2252214001327309,0.2839605824146379,0.3056522978479856,267
226,0.2675830213135484,0.3175159416037659,0.3330036957573749,296
227,0.22497078630203315,0.28857831345776774,0.3136224450347014,258
228,0.2382549706619366,0.3031004753118667,0.3317954914632957,268
229,0.2337885578131195,0.300997052037025,0.318822931629464,283
230,0.27266309540983186,0.33379298928165346,0.3571840639575858,266
